,Sim_Type,Nsubs,Iteration,Station,Mean_Drift,Zone
167,AbsBound,20f4s,4,s8,0.0014774554008728344,zone3
168,AbsBound,20f2s,5,s8,0.0007808035770752743,zone3
169,AbsBound,20f4s,5,s8,0.0016011161461235784,zone3
170,AbsBound,20f2s,1,s9,0.0009553571541163745,zone3
171,AbsBound,20f4s,1,s9,0.0017709822296670381,zone3
172,AbsBound,20f2s,2,s9,0.0003475446434156591,zone3
173,AbsBound,20f4s,2,s9,0.000753794648981873,zone3
174,AbsBound,20f2s,3,s9,0.0007823660780298184,zone3
175,AbsBound,20f4s,3,s9,0.0014520089771877169,zone3
176,AbsBound,20f2s,4,s9,0.0006395089329682316,zone3
177,AbsBound,20f4s,4,s9,0.0013408482610958437,zone3
178,AbsBound,20f2s,5,s9,0.0006379464323307216,zone3
179,AbsBound,20f4s,5,s9,0.0013662946858586705,zone3
180,DRM,20f2s,1,s1,0.008596013859845921,zone1
181,DRM,20f4s,1,s1,0.007893984156616641,zone1
182,DRM,20f2s,2,s1,0.010262463286037343,zone1
183,DRM,20f4s,2,s1,0.00781319662524332,zone1
184,DRM,20f2s,3,s1,0.00915182060560195,zone1
185,DRM,20f4s,3,s1,0.006670987735169836,zone1
186,DRM,20f2s,4,s1,0.007482183950366248,zone1
187,DRM,20f4s,4,s1,0.005160954779521973,zone1
188,DRM,20f2s,5,s1,0.010068504293394686,zone1
189,DRM,20f4s,5,s1,0.010871463049496988,zone1
190,DRM,20f2s,1,s2,0.0053501982197839346,zone1
191,DRM,20f4s,1,s2,0.0023968760381469674,zone1
192,DRM,20f2s,2,s2,0.005762031199828011,zone1
193,DRM,20f4s,2,s2,0.0027624997099375184,zone1
194,DRM,20f2s,3,s2,0.0053658688417394795,zone1
195,DRM,20f4s,3,s2,0.003829687932036734,zone1
196,DRM,20f2s,4,s2,0.005539938002297932,zone1
197,DRM,20f4s,4,s2,0.0022531252633340906,zone1
198,DRM,20f2s,5,s2,0.005418723753056463,zone1
199,DRM,20f4s,5,s2,0.0030537956398397105,zone1
200,DRM,20f2s,1,s3,0.010206417682715947,zone1
201,DRM,20f4s,1,s3,0.004771653707157188,zone1
202,DRM,20f2s,2,s3,0.00959768160654908,zone1
203,DRM,20f4s,2,s3,0.0031968749680313943,zone1
204,DRM,20f2s,3,s3,0.008271376627183302,zone1
205,DRM,20f4s,3,s3,0.0028723232689100643,zone1
206,DRM,20f2s,4,s3,0.008924692005124643,zone1
207,DRM,20f4s,4,s3,0.0032941971265296626,zone1
208,DRM,20f2s,5,s3,0.00716802901037531,zone1
209,DRM,20f4s,5,s3,0.004897773345709918,zone1
210,DRM,20f2s,1,s4,0.006663581303598377,zone2
211,DRM,20f4s,1,s4,0.0032084828046068554,zone2
212,DRM,20f2s,2,s4,0.008537892012469121,zone2
213,DRM,20f4s,2,s4,0.006120561938707954,zone2
214,DRM,20f2s,3,s4,0.007814697710740958,zone2
215,DRM,20f4s,3,s4,0.00652079167429885,zone2
216,DRM,20f2s,4,s4,0.008684395744850365,zone2
217,DRM,20f4s,4,s4,0.006632158419028708,zone2
218,DRM,20f2s,5,s4,0.0065365788371364066,zone2
219,DRM,20f4s,5,s4,0.0025062506390937447,zone2
220,DRM,20f2s,1,s5,0.002924544230643369,zone2
221,DRM,20f4s,1,s5,0.001681473639984083,zone2
222,DRM,20f2s,2,s5,0.004014051680876269,zone2
223,DRM,20f4s,2,s5,0.001452455347222098,zone2
224,DRM,20f2s,3,s5,0.0037544592044561464,zone2
225,DRM,20f4s,3,s5,0.002423215047296193,zone2
226,DRM,20f2s,4,s5,0.0031354835513075358,zone2
227,DRM,20f4s,4,s5,0.0016292412194420837,zone2
228,DRM,20f2s,5,s5,0.004449542027250663,zone2
229,DRM,20f4s,5,s5,0.00288169686159791,zone2
230,DRM,20f2s,1,s6,0.002835270491412613,zone2
231,DRM,20f4s,1,s6,0.002354464655701847,zone2
232,DRM,20f2s,2,s6,0.002822325163112639,zone2
233,DRM,20f4s,2,s6,0.002195758768006581,zone2
234,DRM,20f2s,3,s6,0.0033794576378386306,zone2
235,DRM,20f4s,3,s6,0.0016712053960882265,zone2
236,DRM,20f2s,4,s6,0.0032060183183908815,zone2
237,DRM,20f4s,4,s6,0.0017660712267345926,zone2
238,DRM,20f2s,5,s6,0.003331019606177525,zone2
239,DRM,20f4s,5,s6,0.0025513397019018215,zone2
240,DRM,20f2s,1,s7,0.0018165183368983489,zone3
241,DRM,20f4s,1,s7,0.0013799108333031778,zone3
242,DRM,20f2s,2,s7,0.0021087063423045325,zone3
243,DRM,20f4s,2,s7,0.0016808038603165628,zone3
244,DRM,20f2s,3,s7,0.002096876120518089,zone3
245,DRM,20f4s,3,s7,0.0019404019858181296,zone3
246,DRM,20f2s,4,s7,0.002093081274267372,zone3
247,DRM,20f4s,4,s7,0.0022522326707238157,zone3
248,DRM,20f2s,5,s7,0.0026493287841037935,zone3
249,DRM,20f4s,5,s7,0.0016868304401290812,zone3
250,DRM,20f2s,1,s8,0.0026015610545073575,zone3
251,DRM,20f4s,1,s8,0.0015854911064652976,zone3
252,DRM,20f2s,2,s8,0.002777676972280244,zone3
253,DRM,20f4s,2,s8,0.0014312500626171808,zone3
254,DRM,20f2s,3,s8,0.002931247479127026,zone3
255,DRM,20f4s,3,s8,0.0019095981971507731,zone3
256,DRM,20f2s,4,s8,0.0022627217831141257,zone3
257,DRM,20f4s,4,s8,0.0016328125857228704,zone3
258,DRM,20f2s,5,s8,0.002872318124892801,zone3
259,DRM,20f4s,5,s8,0.0017522321714872923,zone3
260,DRM,20f2s,1,s9,0.0019524549366678262,zone3
261,DRM,20f4s,1,s9,0.0019207592523566264,zone3
262,DRM,20f2s,2,s9,0.0016562495714455272,zone3
263,DRM,20f4s,2,s9,0.0008366072011208668,zone3
264,DRM,20f2s,3,s9,0.0017705352270726772,zone3
265,DRM,20f4s,3,s9,0.0014852679180122513,zone3
266,DRM,20f2s,4,s9,0.0018397329855205408,zone3
267,DRM,20f4s,4,s9,0.0014457589640701931,zone3
268,DRM,20f2s,5,s9,0.0015906254244983042,zone3
269,DRM,20f4s,5,s9,0.0015160716180802833,zone3
