,Sim_Type,Nsubs,Iteration,Station,Zone,s1,s2,s3,s4,s5,s6,s7,s9,9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
20,FixBase,20f2s,1,s5,zone2,0.0008285714285714286,0.0008,0.0008,0.0008857142857142858,0.0010285714285714288,0.0011142857142857144,0.0011428571428571427,0.0011714285714285722,0.0012000000000000008,0.0012000000000000008,0.0012285714285714291,0.001285714285714287,0.0013428571428571437,0.0014285714285714297,0.001514285714285716,0.0015714285714285728,0.0016,0.0016285714285714278,0.0015999999999999981,0.0015428571428571436
21,FixBase,20f2s,2,s5,zone2,0.0006857142857142858,0.0006857142857142858,0.0006857142857142858,0.0007714285714285717,0.0009428571428571431,0.0010571428571428576,0.0011142857142857144,0.0011714285714285713,0.0012000000000000008,0.0012285714285714291,0.0012571428571428584,0.0013428571428571437,0.0014000000000000004,0.0014000000000000004,0.0014571428571428572,0.0014571428571428582,0.0014857142857142866,0.001514285714285714,0.0014571428571428572,0.0014285714285714277
22,FixBase,20f2s,3,s5,zone2,0.0009714285714285714,0.0010285714285714286,0.0010857142857142858,0.0012571428571428573,0.0014857142857142862,0.001657142857142858,0.0018285714285714283,0.001942857142857143,0.0020857142857142862,0.002228571428571429,0.002371428571428572,0.0025142857142857146,0.0026285714285714285,0.0026857142857142874,0.0027714285714285714,0.002800000000000001,0.002800000000000001,0.0028285714285714303,0.0027714285714285753,0.0026857142857142913
23,FixBase,20f2s,4,s5,zone2,0.0006857142857142858,0.000742857142857143,0.0007714285714285717,0.0008571428571428574,0.0010285714285714288,0.0011142857142857144,0.0011714285714285722,0.0012285714285714291,0.0013428571428571437,0.0014285714285714288,0.001514285714285714,0.0016,0.0016285714285714297,0.001657142857142859,0.001714285714285716,0.001714285714285716,0.001714285714285716,0.001714285714285716,0.0016857142857142863,0.0016285714285714317
24,FixBase,20f2s,5,s5,zone2,0.0013142857142857142,0.0013142857142857144,0.0013142857142857142,0.0014285714285714288,0.0016857142857142863,0.0017714285714285727,0.001942857142857144,0.0021142857142857152,0.002257142857142858,0.002371428571428572,0.0024857142857142873,0.0026000000000000034,0.002657142857142858,0.002771428571428573,0.002971428571428573,0.0030571428571428572,0.003085714285714287,0.0031428571428571456,0.003085714285714287,0.002971428571428573
25,FixBase,20f2s,1,s6,zone2,0.0008571428571428571,0.0008857142857142858,0.0009428571428571431,0.0010857142857142862,0.0013142857142857147,0.0014571428571428572,0.001571428571428572,0.0016857142857142863,0.001800000000000001,0.001942857142857143,0.0020571428571428585,0.0022000000000000014,0.002285714285714286,0.0023428571428571426,0.002400000000000001,0.002400000000000001,0.002400000000000001,0.002400000000000001,0.0023428571428571465,0.002285714285714288
26,FixBase,20f2s,2,s6,zone2,0.0007999999999999999,0.0008571428571428572,0.0009142857142857144,0.0010571428571428572,0.0012857142857142865,0.0014000000000000004,0.001514285714285714,0.0016,0.0017142857142857148,0.0018000000000000002,0.0018857142857142864,0.0019714285714285723,0.0020000000000000018,0.0020000000000000018,0.0020285714285714312,0.0020285714285714273,0.0020571428571428607,0.0020571428571428568,0.0020285714285714312,0.0019714285714285723
27,FixBase,20f2s,3,s6,zone2,0.0006857142857142858,0.0006857142857142858,0.0007142857142857144,0.0008285714285714287,0.0010000000000000002,0.001114285714285715,0.0012000000000000008,0.0012571428571428573,0.0012857142857142859,0.0013428571428571437,0.001371428571428573,0.0014857142857142866,0.0015428571428571436,0.0016000000000000012,0.001714285714285716,0.0017714285714285727,0.0018000000000000002,0.0018000000000000002,0.0017714285714285727,0.001714285714285716
28,FixBase,20f2s,4,s6,zone2,0.0007142857142857143,0.000742857142857143,0.0008,0.0009142857142857142,0.0011142857142857144,0.0012000000000000003,0.0012857142857142859,0.001314285714285715,0.0014000000000000004,0.0014857142857142866,0.0015714285714285728,0.0016857142857142863,0.0017428571428571432,0.0018000000000000002,0.0018857142857142864,0.0018857142857142883,0.0018857142857142844,0.0019142857142857136,0.0018571428571428586,0.0018285714285714294
29,FixBase,20f2s,5,s6,zone2,0.0010285714285714286,0.0010571428571428574,0.0010857142857142862,0.0012571428571428573,0.001514285714285714,0.0016285714285714287,0.0017142857142857148,0.0018285714285714272,0.0018857142857142864,0.001942857142857143,0.002028571428571429,0.0021142857142857152,0.002171428571428574,0.002285714285714286,0.002428571428571429,0.0024857142857142855,0.0025142857142857146,0.0025714285714285735,0.0025142857142857146,0.0024285714285714305
30,FixBase,20f2s,1,s7,zone3,0.0006285714285714286,0.0006571428571428572,0.0006857142857142858,0.0008,0.0009714285714285714,0.0010571428571428572,0.0011142857142857144,0.0011142857142857144,0.0012000000000000008,0.0012857142857142859,0.0013428571428571437,0.0014000000000000004,0.0014285714285714297,0.0014857142857142866,0.0015428571428571436,0.0015428571428571436,0.0015714285714285728,0.0016,0.0015714285714285708,0.001514285714285718
31,FixBase,20f2s,2,s7,zone3,0.0006,0.0006000000000000001,0.0006285714285714287,0.0007428571428571431,0.0008857142857142858,0.0009714285714285714,0.0010285714285714284,0.0010857142857142851,0.0011428571428571427,0.0012285714285714291,0.001314285714285715,0.0014000000000000004,0.0014285714285714297,0.0014857142857142866,0.001514285714285716,0.0015428571428571436,0.0015428571428571455,0.0015428571428571436,0.001514285714285718,0.0014857142857142847
32,FixBase,20f2s,3,s7,zone3,0.0005428571428571428,0.0005428571428571429,0.0005714285714285714,0.000685714285714286,0.0008571428571428569,0.0009714285714285714,0.0010571428571428572,0.0011142857142857144,0.0011714285714285722,0.0012285714285714291,0.0012571428571428584,0.0013142857142857162,0.0013428571428571437,0.001371428571428573,0.0014000000000000004,0.001371428571428573,0.001371428571428573,0.0014000000000000026,0.001371428571428573,0.0013142857142857162
33,FixBase,20f2s,4,s7,zone3,0.0008571428571428571,0.0008857142857142858,0.0009428571428571431,0.0010857142857142862,0.0013142857142857147,0.0014285714285714288,0.0015428571428571436,0.0016000000000000012,0.001657142857142859,0.001742857142857144,0.0018857142857142864,0.0020571428571428585,0.0021428571428571447,0.0022285714285714313,0.0023428571428571426,0.002371428571428572,0.002371428571428572,0.002400000000000001,0.002371428571428572,0.002285714285714288
34,FixBase,20f2s,5,s7,zone3,0.0006571428571428571,0.000742857142857143,0.0008285714285714287,0.0009714285714285714,0.0011714285714285717,0.0013142857142857147,0.0014571428571428572,0.001571428571428572,0.001657142857142858,0.0017428571428571432,0.0018000000000000002,0.0018571428571428586,0.0018571428571428586,0.0018571428571428586,0.0019142857142857156,0.001942857142857143,0.001942857142857143,0.0019714285714285723,0.0019142857142857175,0.0018857142857142883
35,FixBase,20f2s,1,s8,zone3,0.0005714285714285714,0.0006000000000000001,0.0006285714285714285,0.0007142857142857142,0.0008571428571428574,0.0009142857142857147,0.0009428571428571431,0.0009714285714285714,0.0010000000000000009,0.0010571428571428576,0.0011428571428571434,0.0012857142857142859,0.0014000000000000004,0.0014857142857142866,0.0015714285714285728,0.0016,0.0016285714285714297,0.0016285714285714297,0.001600000000000002,0.0015428571428571436
36,FixBase,20f2s,2,s8,zone3,0.0005142857142857143,0.0005142857142857143,0.0005142857142857144,0.0006000000000000001,0.0007142857142857144,0.0007714285714285717,0.0008571428571428574,0.0009142857142857147,0.0009714285714285714,0.0010000000000000009,0.0010571428571428576,0.0011142857142857144,0.0011714285714285713,0.0011714285714285722,0.0012285714285714302,0.0012571428571428573,0.0012571428571428573,0.001285714285714287,0.0012571428571428573,0.0012285714285714302
37,FixBase,20f2s,3,s8,zone3,0.0007714285714285713,0.0008285714285714286,0.0008857142857142858,0.0010285714285714288,0.0012571428571428573,0.0014000000000000004,0.001514285714285715,0.0016285714285714287,0.0017714285714285727,0.0019142857142857156,0.002028571428571429,0.002142857142857143,0.0022285714285714313,0.002285714285714288,0.0023428571428571465,0.002371428571428572,0.002371428571428572,0.002371428571428572,0.0023428571428571426,0.002257142857142858
38,FixBase,20f2s,4,s8,zone3,0.0006857142857142858,0.0007714285714285715,0.0008571428571428571,0.0010000000000000002,0.0012285714285714291,0.0013999999999999996,0.001514285714285715,0.0016285714285714287,0.0016857142857142863,0.0017714285714285707,0.0018000000000000002,0.0018857142857142864,0.0018857142857142883,0.0019142857142857136,0.0019714285714285723,0.0019714285714285723,0.0019714285714285723,0.0019714285714285723,0.001942857142857143,0.0019142857142857136
39,FixBase,20f2s,5,s8,zone3,0.0007142857142857143,0.000742857142857143,0.0008,0.0009428571428571431,0.0011428571428571427,0.0012857142857142865,0.0014285714285714288,0.001514285714285715,0.0016000000000000012,0.001657142857142857,0.0016857142857142863,0.001714285714285716,0.0017428571428571432,0.0018000000000000002,0.0018857142857142864,0.0019142857142857156,0.001942857142857145,0.0019714285714285723,0.001942857142857143,0.0018571428571428586
40,FixBase,20f2s,1,s9,zone3,0.0006571428571428571,0.0006857142857142858,0.0006857142857142858,0.0008,0.0009714285714285714,0.0010857142857142862,0.0011428571428571427,0.0012285714285714291,0.0013428571428571437,0.0014285714285714288,0.001514285714285716,0.0016285714285714297,0.0016857142857142863,0.0017428571428571432,0.0018000000000000002,0.0018285714285714272,0.0018285714285714294,0.0018285714285714294,0.0018000000000000002,0.0017428571428571452
41,FixBase,20f2s,2,s9,zone3,0.0003714285714285715,0.0003714285714285715,0.00037142857142857154,0.00042857142857142866,0.00048571428571428577,0.0005428571428571428,0.0005428571428571431,0.0005714285714285714,0.0006000000000000003,0.0006285714285714287,0.0006571428571428571,0.0006571428571428575,0.0006571428571428571,0.0006571428571428575,0.0007142857142857149,0.0007428571428571433,0.0007428571428571433,0.0007714285714285717,0.0007428571428571433,0.0007142857142857149
42,FixBase,20f2s,3,s9,zone3,0.0006571428571428571,0.0006857142857142858,0.0007428571428571431,0.0008285714285714287,0.0009999999999999998,0.001114285714285715,0.0012000000000000008,0.0012571428571428573,0.0013428571428571437,0.0014285714285714288,0.001514285714285715,0.0016,0.001657142857142859,0.001714285714285716,0.0017714285714285727,0.0017714285714285727,0.0017714285714285746,0.0018000000000000002,0.0017714285714285707,0.001714285714285716
43,FixBase,20f2s,4,s9,zone3,0.0006000000000000001,0.0006285714285714285,0.0006285714285714287,0.0007142857142857144,0.000828571428571429,0.0009142857142857147,0.0010285714285714284,0.0010857142857142862,0.0011714285714285713,0.001228571428571428,0.0012857142857142859,0.0013142857142857162,0.001371428571428571,0.0014000000000000004,0.0014571428571428572,0.0014571428571428572,0.0014571428571428572,0.001457142857142859,0.0014285714285714297,0.0014000000000000004
44,FixBase,20f2s,5,s9,zone3,0.0005428571428571429,0.0005428571428571429,0.0005714285714285714,0.0006571428571428571,0.0007714285714285717,0.0008571428571428574,0.0009142857142857147,0.000971428571428572,0.0010285714285714293,0.0010571428571428576,0.0011142857142857144,0.0011428571428571438,0.0011428571428571438,0.0011714285714285733,0.0012000000000000008,0.0012000000000000008,0.0012000000000000008,0.0012285714285714302,0.0012000000000000008,0.0011714285714285733
45,FixBase,20f4s,1,s1,zone1,0.003428571428571429,0.003457142857142858,0.003400000000000001,0.0037714285714285723,0.004400000000000001,0.004800000000000003,0.005200000000000002,0.005485714285714288,0.00568571428571429,0.0058857142857142875,0.005971428571428572,0.006142857142857149,0.006142857142857149,0.006114285714285715,0.006400000000000001,0.006514285714285718,0.006514285714285718,0.006628571428571428,0.006514285714285726,0.006314285714285717
46,FixBase,20f4s,2,s1,zone1,0.0038285714285714294,0.0037999999999999996,0.003800000000000001,0.004285714285714286,0.00502857142857143,0.005428571428571429,0.005800000000000004,0.0060857142857142854,0.006285714285714291,0.0064285714285714345,0.006685714285714287,0.007000000000000006,0.007171428571428574,0.007228571428571433,0.00740000000000001,0.007428571428571435,0.00740000000000001,0.0074857142857142865,0.007342857142857143,0.007171428571428574
47,FixBase,20f4s,3,s1,zone1,0.003742857142857143,0.0038285714285714286,0.0036571428571428575,0.003971428571428572,0.0045714285714285735,0.004857142857142858,0.00502857142857143,0.005171428571428569,0.005428571428571429,0.00577142857142857,0.006028571428571431,0.006371428571428576,0.006542857142857144,0.006628571428571428,0.006771428571428579,0.0067714285714285715,0.006714285714285713,0.006800000000000012,0.00665714285714287,0.006457142857142859
48,FixBase,20f4s,4,s1,zone1,0.001857142857142857,0.0018285714285714283,0.0018285714285714288,0.0020571428571428576,0.002428571428571429,0.0026285714285714285,0.0028285714285714303,0.0029428571428571438,0.0030285714285714304,0.003085714285714287,0.0031428571428571456,0.003171428571428575,0.003457142857142857,0.003657142857142859,0.003885714285714286,0.0039714285714285745,0.0040000000000000036,0.0040571428571428625,0.003971428571428578,0.0038285714285714355
49,FixBase,20f4s,5,s1,zone1,0.0041428571428571434,0.004228571428571429,0.004114285714285715,0.0045714285714285735,0.005371428571428571,0.005771428571428574,0.0060857142857142854,0.006257142857142858,0.006371428571428568,0.006457142857142859,0.006971428571428573,0.007600000000000004,0.008028571428571432,0.008285714285714285,0.008571428571428579,0.00862857142857143,0.008571428571428579,0.00862857142857143,0.008457142857142861,0.008228571428571443
50,FixBase,20f4s,1,s2,zone1,0.0012285714285714287,0.0011714285714285717,0.0011428571428571427,0.0012571428571428573,0.0014285714285714288,0.0014857142857142857,0.001514285714285715,0.0014857142857142866,0.0015428571428571436,0.0016857142857142863,0.0018571428571428586,0.0020857142857142862,0.0022571428571428564,0.002371428571428572,0.0025142857142857146,0.0025428571428571444,0.0025714285714285735,0.0026000000000000034,0.0025428571428571444,0.0024571428571428604
51,FixBase,20f4s,2,s2,zone1,0.0014285714285714288,0.001514285714285714,0.0014857142857142862,0.0016285714285714287,0.0018857142857142864,0.0020571428571428585,0.002228571428571429,0.0023142857142857153,0.002400000000000001,0.0024571428571428583,0.0025428571428571444,0.0026000000000000034,0.0026000000000000034,0.0026285714285714285,0.0026857142857142874,0.0026857142857142874,0.002657142857142862,0.0026857142857142913,0.002657142857142858,0.0025714285714285735
52,FixBase,20f4s,3,s2,zone1,0.0017428571428571432,0.0018000000000000002,0.0018285714285714288,0.0020857142857142862,0.0024857142857142864,0.002742857142857142,0.002971428571428573,0.0031428571428571434,0.0032857142857142885,0.003457142857142857,0.0036,0.0037714285714285723,0.0038571428571428567,0.003885714285714286,0.003971428571428578,0.0040000000000000036,0.003971428571428578,0.0040000000000000036,0.003942857142857145,0.0038285714285714355
53,FixBase,20f4s,4,s2,zone1,0.0011142857142857144,0.0011428571428571427,0.0011428571428571427,0.0012571428571428573,0.0014571428571428572,0.0016,0.0017142857142857148,0.0018000000000000002,0.0018571428571428586,0.0019142857142857156,0.0019714285714285723,0.0020285714285714312,0.0020571428571428607,0.0021142857142857152,0.0021428571428571447,0.0021428571428571447,0.0021428571428571447,0.0021428571428571447,0.0021142857142857152,0.0020571428571428607
54,FixBase,20f4s,5,s2,zone1,0.0017142857142857144,0.0016857142857142858,0.0016,0.0017428571428571432,0.002028571428571429,0.002142857142857144,0.0021999999999999997,0.0022000000000000014,0.002228571428571429,0.002371428571428572,0.0025142857142857146,0.0026857142857142874,0.0027714285714285714,0.0028571428571428593,0.0030000000000000027,0.003085714285714287,0.003114285714285716,0.003171428571428571,0.003114285714285716,0.0030000000000000027
55,FixBase,20f4s,1,s3,zone1,0.002371428571428572,0.002342857142857143,0.002285714285714286,0.0025428571428571436,0.0029428571428571438,0.0032000000000000006,0.003514285714285716,0.003742857142857143,0.003942857142857145,0.004114285714285713,0.00425714285714286,0.004457142857142862,0.004514285714285717,0.004514285714285717,0.004571428571428575,0.004514285714285717,0.004514285714285717,0.004571428571428575,0.004485714285714292,0.004342857142857148
56,FixBase,20f4s,2,s3,zone1,0.0015142857142857145,0.0014285714285714288,0.0013428571428571433,0.0014571428571428572,0.001657142857142857,0.0017142857142857138,0.0017428571428571432,0.001800000000000001,0.0018857142857142864,0.0020571428571428585,0.002257142857142858,0.0025428571428571444,0.0027999999999999987,0.002971428571428573,0.0032000000000000006,0.003314285714285714,0.0033428571428571435,0.0034000000000000024,0.0033428571428571435,0.0032285714285714296
57,FixBase,20f4s,3,s3,zone1,0.001,0.0009714285714285718,0.0009714285714285718,0.0011142857142857144,0.0013428571428571426,0.0014857142857142857,0.0016285714285714287,0.0017428571428571432,0.0018857142857142864,0.002,0.0020857142857142862,0.0021999999999999997,0.002228571428571429,0.002257142857142858,0.002285714285714288,0.002257142857142858,0.002257142857142858,0.002285714285714288,0.002257142857142858,0.0021999999999999997
58,FixBase,20f4s,4,s3,zone1,0.0012285714285714287,0.0011714285714285717,0.0011428571428571427,0.0012571428571428573,0.0014857142857142866,0.0016285714285714287,0.0016857142857142863,0.001714285714285716,0.0017428571428571432,0.0017714285714285727,0.0018857142857142864,0.002028571428571429,0.002142857142857143,0.002257142857142858,0.002371428571428572,0.0024571428571428604,0.0024857142857142855,0.0025428571428571405,0.0024857142857142894,0.002400000000000001
59,FixBase,20f4s,5,s3,zone1,0.0016857142857142858,0.0015714285714285715,0.0014285714285714288,0.0015428571428571436,0.0017714285714285716,0.0017714285714285727,0.0017142857142857148,0.0017714285714285716,0.001942857142857144,0.002114285714285713,0.0023999999999999994,0.002742857142857142,0.0030285714285714304,0.0032857142857142863,0.0035428571428571453,0.0036857142857142883,0.0037142857142857177,0.0037714285714285723,0.0037142857142857095,0.0035714285714285744
60,FixBase,20f4s,1,s4,zone2,0.0017142857142857144,0.0016,0.0015142857142857145,0.0016,0.0018285714285714294,0.0018571428571428578,0.0018285714285714294,0.0017714285714285727,0.0018285714285714294,0.0018857142857142864,0.001942857142857143,0.002171428571428572,0.002400000000000001,0.002600000000000001,0.0027999999999999987,0.0028857142857142875,0.0029428571428571438,0.0030000000000000027,0.0029428571428571438,0.0028285714285714303
61,FixBase,20f4s,2,s4,zone2,0.0016857142857142858,0.001542857142857143,0.0015142857142857145,0.0016857142857142863,0.0019714285714285715,0.0021142857142857152,0.002228571428571429,0.002342857142857145,0.0024857142857142855,0.0026285714285714306,0.002800000000000001,0.0030000000000000027,0.0031428571428571456,0.003257142857142859,0.003371428571428573,0.003428571428571432,0.003428571428571432,0.0034857142857142864,0.0034000000000000063,0.003314285714285714
62,FixBase,20f4s,3,s4,zone2,0.0012285714285714287,0.0012571428571428573,0.0012285714285714287,0.0013714285714285716,0.0016285714285714287,0.0017714285714285716,0.0018857142857142864,0.001942857142857143,0.0019714285714285723,0.0020571428571428585,0.0021142857142857152,0.002171428571428572,0.002285714285714286,0.0023428571428571426,0.0024285714285714305,0.0024285714285714305,0.0024285714285714305,0.0024285714285714305,0.002400000000000001,0.002314285714285717
63,FixBase,20f4s,4,s4,zone2,0.0024857142857142855,0.002342857142857143,0.0022571428571428573,0.0024571428571428574,0.0028285714285714286,0.003000000000000001,0.0031428571428571434,0.003257142857142859,0.0034000000000000024,0.0036,0.003828571428571431,0.0041714285714285725,0.004400000000000003,0.004599999999999997,0.004800000000000003,0.004885714285714287,0.00491428571428572,0.004971428571428571,0.004885714285714287,0.004742857142857144
