,Sim_Type,Nsubs,Iteration,Station,Zone,s1,s5,s10,s15,s20
59,FixBase,20f4s,5,s3,zone1,3.945114580486015,2.571744890140546,2.64073462943672,1.6673206130506986,3.1671201779402574
60,FixBase,20f4s,1,s4,zone2,4.054981828977815,1.0543245307253402,1.3577033917110062,0.7559286451170827,0.8683508323891432
61,FixBase,20f4s,2,s4,zone2,2.632040780641378,1.6371206402589844,0.8803827865037333,0.5912221606254724,1.0012403823346212
62,FixBase,20f4s,3,s4,zone2,1.6616472168823744,1.5855961564226753,1.5623335273816368,0.6612079109135541,1.414755818084783
63,FixBase,20f4s,4,s4,zone2,1.9960931731667138,0.9514171987140002,1.0035485518807312,1.3169669069732703,1.1969028938109816
64,FixBase,20f4s,5,s4,zone2,1.5513232934259218,1.7708468909570556,1.3798897224343967,1.4427639709751088,1.6321694730952445
65,FixBase,20f4s,1,s5,zone2,0.7416326300370968,1.033307943783407,0.7503040155900303,0.8691858131190238,0.5691985144495119
66,FixBase,20f4s,2,s5,zone2,1.7477697071888973,0.5821255799435491,0.7413849934800526,1.0238386857303787,1.6872962871199417
67,FixBase,20f4s,3,s5,zone2,0.9705349215988516,0.5678777799669901,1.2021188130752778,0.9043387325041291,1.3160391448848683
68,FixBase,20f4s,4,s5,zone2,0.9586694326636486,0.6615874409911747,0.9989816320644995,0.5905549343291392,1.3612700646979423
69,FixBase,20f4s,5,s5,zone2,2.3660255276972313,1.3710694824467986,0.7681126186243223,0.988386405894076,1.469249905026786
70,FixBase,20f4s,1,s6,zone2,1.4851671572842184,0.3972054711341172,0.6043610377125157,0.7385862390886864,0.7891739107882204
71,FixBase,20f4s,2,s6,zone2,1.9476654569027907,1.1001538372875328,0.8908445901198798,0.5159742925958121,0.45587560613343836
72,FixBase,20f4s,3,s6,zone2,1.2039414695624246,0.5172089324070052,0.6224244555800645,0.444470713040502,0.7467296132497196
73,FixBase,20f4s,4,s6,zone2,0.6874204945583277,0.4071445293186488,0.9582381507303611,0.3399829219443929,0.6828721123599714
74,FixBase,20f4s,5,s6,zone2,0.8327158894685256,0.9316086391086076,0.741420122940264,0.7819781724218742,1.3126069220830345
75,FixBase,20f4s,1,s7,zone3,0.8785430452702125,0.7163715078854175,0.9440817784077065,0.6015789677319656,1.0617070603955996
76,FixBase,20f4s,2,s7,zone3,0.9094255724791513,0.3173210327267059,0.6725972440688872,0.47743698611542484,0.5821891261884118
77,FixBase,20f4s,3,s7,zone3,0.8287314234699922,0.4039559827678361,0.3024032858046501,0.2936410370505472,0.4485510434263968
78,FixBase,20f4s,4,s7,zone3,0.6188742176190475,0.48994186132749007,1.1897723493856487,0.2802508570101395,0.40874862263147865
79,FixBase,20f4s,5,s7,zone3,0.960966216864544,1.1770850689092867,0.9210596544041472,0.9554358082309193,0.7167542156582618
80,FixBase,20f4s,1,s8,zone3,1.255623199552299,0.7349166890662272,1.346380221025865,0.519496185899389,0.6142068605973388
81,FixBase,20f4s,2,s8,zone3,0.9045742734980873,0.45942776430557286,0.5290859773289802,0.7517354193074441,1.0087952189005407
82,FixBase,20f4s,3,s8,zone3,0.7045198704632621,0.19422773298765109,0.2885021205490321,0.6367911226652526,0.6810663175665959
83,FixBase,20f4s,4,s8,zone3,1.1357229382388065,1.0222061134227798,1.1435010980045224,0.49129162802745946,1.3243559589863791
84,FixBase,20f4s,5,s8,zone3,1.3825880568706728,0.7323043775305009,0.8006917000208112,1.7614569435461913,1.9337824764122677
85,FixBase,20f4s,1,s9,zone3,0.9363650806286409,0.2158404961490349,0.6617224738853488,1.1134679896611794,1.0628210333581232
86,FixBase,20f4s,2,s9,zone3,0.7920484599336194,0.5711233290017312,0.5280418032395684,0.5143066040527066,0.4517474275658894
87,FixBase,20f4s,3,s9,zone3,0.9782423639393302,0.8300330637609584,0.5487920007302253,0.5343869675019361,0.5258274904761137
88,FixBase,20f4s,4,s9,zone3,0.6143157796965365,0.6633091587072384,0.5322827723284858,0.454352229262653,0.6070789001374763
89,FixBase,20f4s,5,s9,zone3,0.7931840160422577,0.5238992911943133,2.052146335197259,0.6107198483097993,0.4205046215605027
90,AbsBound,20f2s,1,s1,zone1,4.703746201821416,3.4585001863848728,2.9276411014265507,2.754321924809785,5.178324581603825
91,AbsBound,20f2s,2,s1,zone1,0.8559202827789292,1.3620968480474176,1.1616267070214046,2.109194906216114,2.333619824927408
92,AbsBound,20f2s,3,s1,zone1,2.2336691449830335,2.1537522617284437,2.1670322688008357,2.6616331810650657,1.765636928269925
93,AbsBound,20f2s,4,s1,zone1,1.8584484206987542,1.5589450785660146,1.120336358131888,1.6110939624438225,1.5234160330936568
94,AbsBound,20f2s,5,s1,zone1,8.260078888684816,5.704901825269622,5.148512682043174,7.816832241615231,6.440231716983865
95,AbsBound,20f2s,1,s2,zone1,1.803868593398767,1.3339106123994517,1.5384153864303753,1.0608551702816176,1.9169213952199307
96,AbsBound,20f2s,2,s2,zone1,1.4488242560960731,1.2536746007464987,1.3764534018892614,1.2648094171916882,1.8593986874407644
97,AbsBound,20f2s,3,s2,zone1,0.49140782136595323,1.179525838918118,0.978315020496134,0.9794213655449633,0.8987674577183155
98,AbsBound,20f2s,4,s2,zone1,0.8751618387382673,0.6762725755812523,0.6130704404718493,0.6621162962566404,0.9838157125469944
99,AbsBound,20f2s,5,s2,zone1,1.2768224187804174,1.4970722583824798,1.4551430026059335,1.3480183480313819,1.367550376038357
100,AbsBound,20f2s,1,s3,zone1,2.9231566108368776,2.8150427076890145,2.687376721709258,2.6642343765088414,3.0223046961941598
101,AbsBound,20f2s,2,s3,zone1,3.183493470580915,3.378073261832494,3.172206839642807,3.1629272233486856,3.752918239106247
102,AbsBound,20f2s,3,s3,zone1,1.729222993043329,1.7413024294591042,1.3079961645082763,1.244067682980241,1.992981646758929
103,AbsBound,20f2s,4,s3,zone1,2.9448718592890106,3.089960750604724,2.8487296154644017,2.973639262735405,3.197565387386074
104,AbsBound,20f2s,5,s3,zone1,2.1232828865180995,2.847983908704117,2.1384778402452493,2.0722725276193086,2.9048184969342508
105,AbsBound,20f2s,1,s4,zone2,1.8794832866997973,2.096228921079023,1.7687791241787885,2.0223101231403726,2.5115671631102994
106,AbsBound,20f2s,2,s4,zone2,2.2550801451831046,2.577849508499151,2.245675790805246,2.1501022117392505,3.104122985310197
107,AbsBound,20f2s,3,s4,zone2,1.6963307223596638,1.6034308989880208,1.0791541079339435,1.3443727543304385,1.5281653683960321
108,AbsBound,20f2s,4,s4,zone2,1.9528025414665642,2.121184099786865,1.7260469233435278,1.6497451662760072,2.7202980507475014
109,AbsBound,20f2s,5,s4,zone2,1.8683823221588205,2.493239225027787,2.9449299828162916,2.4045932150437843,2.8971085592523314
110,AbsBound,20f2s,1,s5,zone2,1.3624655300322444,1.249942921743663,1.1735796612116287,1.303636572404317,1.09285178782711
111,AbsBound,20f2s,2,s5,zone2,1.0449646501717764,1.1391906310745192,0.9650497769763533,1.3458936482099715,0.897460678954103
112,AbsBound,20f2s,3,s5,zone2,0.7151071914242921,0.706567285255818,0.761449562517282,0.7485226911582082,0.7940150209272633
113,AbsBound,20f2s,4,s5,zone2,1.3771330973685598,1.329015573101516,0.7947696924233665,1.087707217263078,1.4770377495371294
114,AbsBound,20f2s,5,s5,zone2,2.2906780643482856,2.299124621039862,1.3891954081115339,2.1428614997297695,2.424025914141977
115,AbsBound,20f2s,1,s6,zone2,1.4263686968995675,1.282098908513405,0.9259608232214559,1.02272417193204,1.638678422086686
116,AbsBound,20f2s,2,s6,zone2,0.6550588372862555,1.1755044818663734,1.246837230416404,0.8265304786331119,1.1280108484695701
117,AbsBound,20f2s,3,s6,zone2,1.0229382123806057,0.5401633240488083,0.6093173464658725,0.580634765602395,0.8809639640955114
118,AbsBound,20f2s,4,s6,zone2,1.1667866414105967,0.9770992461619721,1.0215484454406045,1.0680835125159596,1.1962503194622411
119,AbsBound,20f2s,5,s6,zone2,1.9989251392818177,1.5301862325117144,1.6518799425091195,1.5926680533858055,1.7701862776179023
120,AbsBound,20f2s,1,s7,zone3,0.9440783350641612,0.6954076447910104,0.6335649305248646,0.8761794760920029,0.6762694909139545
121,AbsBound,20f2s,2,s7,zone3,0.9898614533565612,1.0053510113636026,0.7769961289380698,0.9506966195067954,1.047782912162439
122,AbsBound,20f2s,3,s7,zone3,0.7475680403140365,0.4029085831921537,0.3031425843238018,0.3357100580262438,0.5189831336501805
123,AbsBound,20f2s,4,s7,zone3,0.4361719572796692,0.37053141936223183,0.4502003624957572,0.4193538929002759,0.3843653335220519
124,AbsBound,20f2s,5,s7,zone3,1.2240680469218739,1.17592465016233,1.3897720815226122,1.3045366016962003,1.1217216127931624
125,AbsBound,20f2s,1,s8,zone3,1.2435740406907165,1.3373935781324575,0.9992760214136976,1.0613527161047822,1.5423769556829887
126,AbsBound,20f2s,2,s8,zone3,0.8424716420846782,0.6179145919940422,0.4545284923801157,0.6628706940609788,0.6777671794052454
127,AbsBound,20f2s,3,s8,zone3,0.7274310436517875,0.41109799207013065,0.5230609604733722,0.2841945355458037,0.8160587984897708
128,AbsBound,20f2s,4,s8,zone3,2.020570104230425,1.311817811916064,1.0333360639970595,1.1832709282005063,1.7627142143837733
129,AbsBound,20f2s,5,s8,zone3,0.8149056197550835,0.4994176704191989,0.5978442185001364,0.5640834127892553,0.7787693124912473
130,AbsBound,20f2s,1,s9,zone3,1.068830956654228,1.0406838423248466,0.8921484349934218,0.9624461441924692,1.2076345033168678
131,AbsBound,20f2s,2,s9,zone3,0.8965386878475551,1.08274070415516,0.8216048466015061,1.0551798068015863,0.9690560833161542
132,AbsBound,20f2s,3,s9,zone3,0.590363593113769,0.8358140193440915,0.9379704746584044,0.7804360633312579,0.8793292551516025
133,AbsBound,20f2s,4,s9,zone3,0.9693746368966457,0.8080098559778832,0.8529460726516844,0.8618873723411878,0.7614399794353649
134,AbsBound,20f2s,5,s9,zone3,1.462564790391565,1.5917373349011665,1.912757253869976,1.3508403638118753,1.8664303628196852
135,AbsBound,20f4s,1,s1,zone1,5.242158330738503,3.719047922991872,3.4454372223933585,1.8805820094096108,7.35963469512049
136,AbsBound,20f4s,2,s1,zone1,1.7360794766239886,2.168055509703517,1.2855902067308573,2.734767388363793,3.67840555814671
137,AbsBound,20f4s,3,s1,zone1,4.552852387531216,2.1554564446613824,2.934441197627286,3.7978973317276696,2.7858936823843625
138,AbsBound,20f4s,4,s1,zone1,2.20689493119076,1.6312375063072664,1.2249652226243217,1.4757718707619258,2.0132756759823334
139,AbsBound,20f4s,5,s1,zone1,8.636744882000869,4.652921995704436,5.060603371143504,9.456783426202403,7.573502726608882
140,AbsBound,20f4s,1,s2,zone1,2.5099215717638574,0.86397180378322,1.7386688273489266,0.7282294047597054,2.504899203564807
141,AbsBound,20f4s,2,s2,zone1,1.0514638965048562,1.9813184403752215,1.5418454933561374,1.421878102883568,2.548658843913378
142,AbsBound,20f4s,3,s2,zone1,0.8765585683775418,1.4208656628192227,0.9938417360200769,1.03653605225378,0.8084818919608496
143,AbsBound,20f4s,4,s2,zone1,1.7708288154572687,1.0796899228999397,0.5651872256085883,0.7380796983670538,1.3651313667929543
144,AbsBound,20f4s,5,s2,zone1,2.4778225282804525,1.8896056016834242,2.1283286862016126,1.5685456903241888,2.2708684923091527
145,AbsBound,20f4s,1,s3,zone1,3.1664855080052927,2.803088202055742,3.2326112744881423,2.667943433448268,3.406103683623573
146,AbsBound,20f4s,2,s3,zone1,2.900633795541845,4.153438550561177,2.797022293375007,3.0365151014318195,3.9712513915118315
147,AbsBound,20f4s,3,s3,zone1,1.2695992278782264,2.596695127379022,1.3378904036072894,1.3084017992393566,2.606301867852422
148,AbsBound,20f4s,4,s3,zone1,2.496899746840461,3.420846781850238,3.33372127663837,2.71496307045633,3.407346104167111
149,AbsBound,20f4s,5,s3,zone1,2.1493081949409154,3.6832994827279304,2.1773635840909593,1.5974356344664438,3.924945256102518
150,AbsBound,20f4s,1,s4,zone2,1.5755197699034822,2.479313909042636,1.788158273636375,1.9475362123397728,3.3685825944092267
151,AbsBound,20f4s,2,s4,zone2,1.8322053357519363,3.0167201665503636,2.6110989341674427,1.9006304638939229,4.035486403209942
152,AbsBound,20f4s,3,s4,zone2,2.237297397006014,2.286549296953737,1.373285139066117,1.5062147384286222,1.8101240318742853
153,AbsBound,20f4s,4,s4,zone2,2.6056976947832897,2.6420502099868832,1.9587902942302178,1.5541310993820001,3.260374547310784
154,AbsBound,20f4s,5,s4,zone2,1.4847328073072703,2.516577718836824,3.464971946352066,2.0229955232032406,3.1580670745467168
155,AbsBound,20f4s,1,s5,zone2,1.353517454540952,1.1908813987271274,1.3874246665034558,1.3621285340056697,1.0490524046324992
156,AbsBound,20f4s,2,s5,zone2,0.7025153152456356,1.3756435657580803,0.9835218947380531,1.7927407136015274,0.711271589989707
157,AbsBound,20f4s,3,s5,zone2,0.8644166800287271,0.7572629482318629,0.9062981857443364,0.8263350071514329,0.9747345605515486
158,AbsBound,20f4s,4,s5,zone2,2.015612674962556,1.4473016020989544,1.2996645576257742,1.2098220053253022,1.8429910530971654
159,AbsBound,20f4s,5,s5,zone2,2.931080453337241,2.3750271808813843,1.1001017778916373,2.4354202368988696,2.79589339696919
160,AbsBound,20f4s,1,s6,zone2,1.56716364688176,1.3159287042861514,0.8055864632209739,0.8145110357493086,2.0243030379914333
161,AbsBound,20f4s,2,s6,zone2,1.2177537883282585,1.185253500274968,1.5840965833054321,0.780978156055666,1.3498665723905054
162,AbsBound,20f4s,3,s6,zone2,1.1538633378332468,0.6008836608589755,0.6223633130851859,0.6265115556987968,1.1353470714523501
163,AbsBound,20f4s,4,s6,zone2,1.1616934457725419,1.044988607103671,1.1890055623729385,1.3222845379096206,1.4104156859670198
164,AbsBound,20f4s,5,s6,zone2,1.9756171103402178,1.6678074236327376,1.629957316517913,1.5571767418239584,2.0067760338254717
165,AbsBound,20f4s,1,s7,zone3,1.1911583364717213,0.6084036327911735,0.6550843190369927,1.068952200838769,1.1301189840004628
166,AbsBound,20f4s,2,s7,zone3,1.4446363083963722,0.774696472660344,0.8155634473181476,0.9522568297669515,1.2788474591614287
167,AbsBound,20f4s,3,s7,zone3,1.0762370746507468,0.4063004636493708,0.429876550293658,0.3349531666759032,0.7312946528176363
168,AbsBound,20f4s,4,s7,zone3,0.371004123867633,0.7359763314056986,0.8043939552795538,0.4346265981382984,0.5032895859757508
169,AbsBound,20f4s,5,s7,zone3,1.4961490833776938,1.5685325567151525,1.6819120399173988,1.3385001345301473,1.2569052292486163
170,AbsBound,20f4s,1,s8,zone3,1.516664544482899,1.305250366287197,1.0108032786972427,0.9443755361133698,1.7920547499902977
171,AbsBound,20f4s,2,s8,zone3,0.9002982181569879,0.7252158504255474,0.4954590196270899,0.8033766129197576,0.8144565445456278
172,AbsBound,20f4s,3,s8,zone3,0.7258638609553429,0.856796649090149,1.1137030179386087,0.5681281458010937,1.3217184006151739
173,AbsBound,20f4s,4,s8,zone3,2.3718346291081605,1.2829412800007272,1.1993637701557527,1.420777504769275,2.1220198491403304
174,AbsBound,20f4s,5,s8,zone3,1.0731551530487944,0.49356479487015725,1.0318131254758451,0.6129321139889903,1.436629720126504
175,AbsBound,20f4s,1,s9,zone3,1.3922625250354557,1.141842947649535,0.8862755984617705,0.8883919656196179,1.5296915290388913
176,AbsBound,20f4s,2,s9,zone3,1.2756493430143068,1.1885183606666234,0.8153582228062047,1.0009942080030185,1.167447864770402
177,AbsBound,20f4s,3,s9,zone3,0.5869378966490741,1.006259852927644,1.1710743248046802,0.8047042541166022,1.0321006049217976
178,AbsBound,20f4s,4,s9,zone3,1.171611406513133,0.6177464890770499,1.0143951320780078,0.9912244271156946,0.5247600924489597
179,AbsBound,20f4s,5,s9,zone3,1.4823267885881197,1.6416880007171906,2.588585375169361,1.2779931655095706,2.0967168204496462
180,DRM,20f2s,1,s1,zone1,4.081983441546957,3.7366166565167003,3.9626945882010376,2.527584494545209,6.074366321443913
181,DRM,20f2s,2,s1,zone1,3.6103725306296517,1.8756367448890254,1.4975093910344213,3.206672170785017,3.3843758292905948
182,DRM,20f2s,3,s1,zone1,1.7235608598324075,2.0524205430281173,2.8127103332831465,2.1614116844859095,3.5136666387092435
183,DRM,20f2s,4,s1,zone1,3.084893422356423,1.1801057364375986,1.5004313771848607,1.6116034858209372,2.2414823179357715
184,DRM,20f2s,5,s1,zone1,12.437631519265022,5.683731067159062,5.196602802190317,7.793813026244138,8.295083357774923
185,DRM,20f2s,1,s2,zone1,1.5053191701403519,1.8015535950811015,1.6295716453624207,0.891500028056971,2.7375184206599266
186,DRM,20f2s,2,s2,zone1,1.6971978144390516,1.537405724253984,1.6795848316511486,1.067367335506019,2.7567290336359047
187,DRM,20f2s,3,s2,zone1,1.24411545985409,1.0016787184333333,0.8056055331631542,1.0975375269512417,1.1510658483854461
188,DRM,20f2s,4,s2,zone1,1.1595314567864945,1.0386897990266533,0.844279698447268,0.7463861611538809,2.0288112467406814
189,DRM,20f2s,5,s2,zone1,1.6628053289351203,1.729403700771588,1.8230091023889232,1.1110803264424667,3.6428328420002702
190,DRM,20f2s,1,s3,zone1,2.8400235017608404,3.1705545765683962,2.7539307672727706,2.5259557072022987,3.7986078519491957
191,DRM,20f2s,2,s3,zone1,3.688004820101837,3.9502935507852373,3.0046772641211867,2.514147638688781,4.753157671657993
192,DRM,20f2s,3,s3,zone1,1.4558420613637417,2.0513069171047817,1.9269331356506083,0.7837351762370767,3.1913793233141865
193,DRM,20f2s,4,s3,zone1,2.7174655256508706,3.206942994777169,3.517824455917218,2.1808217211209353,4.50842099830111
194,DRM,20f2s,5,s3,zone1,2.3937932585092523,2.6108107388608204,2.815434899892851,1.858240917217268,3.9827051013559274
195,DRM,20f2s,1,s4,zone2,3.188558415045628,2.177501623399296,1.8940371889311418,1.643594987171024,3.7377717969572837
196,DRM,20f2s,2,s4,zone2,2.72543972745722,3.09136289441454,2.424511780622487,2.053611418719322,4.645932826553437
197,DRM,20f2s,3,s4,zone2,1.8826709533125512,1.306014313101209,1.7192714175284765,1.6327529348561085,2.094990337520705
198,DRM,20f2s,4,s4,zone2,2.364284891607947,2.2198741837987033,1.6754654520846337,1.667265010505121,3.440753462627632
199,DRM,20f2s,5,s4,zone2,1.3058030038933035,2.7128027827212593,3.5368497392228444,1.2655089567148792,4.722452670899372
200,DRM,20f2s,1,s5,zone2,1.6604288274016374,1.0927609375574519,1.2068278912653274,1.186622323449712,1.441992728773931
201,DRM,20f2s,2,s5,zone2,2.550063454932259,0.9153435733614007,0.7146642309919548,1.3921331347572716,1.585282980749682
202,DRM,20f2s,3,s5,zone2,1.317344166901391,0.6381556862214304,0.8491823294515615,0.5995001939317212,1.3181548950832123
203,DRM,20f2s,4,s5,zone2,2.3267844500505026,1.1608797708766903,0.6604790192165859,1.3261974687394005,1.781807856632886
204,DRM,20f2s,5,s5,zone2,3.103545342200028,2.1118936783045674,1.5518712584497805,1.989352669317498,3.0877096153726096
205,DRM,20f2s,1,s6,zone2,1.438814878612748,1.2876845450432282,1.0373248462842128,0.961846526057735,2.164600269051201
206,DRM,20f2s,2,s6,zone2,0.80668205143194,1.5414387924145905,1.3695556537870974,0.9303519152288735,1.6421104743708816
207,DRM,20f2s,3,s6,zone2,0.9647375499116656,0.8003289178970809,0.6410280896874117,0.7326487025942765,1.0910267921623054
208,DRM,20f2s,4,s6,zone2,1.3833922271241181,1.2852389820251946,0.8041292061536253,1.1702362861002022,2.0684333122315994
209,DRM,20f2s,5,s6,zone2,1.7969487590580744,1.6935923495587477,1.6695118684819903,1.5607112110433887,1.9820177378428578
210,DRM,20f2s,1,s7,zone3,1.311465622912794,0.6452211931112859,0.5624524592000342,0.8583095338177694,1.1339192027418816
211,DRM,20f2s,2,s7,zone3,1.5180929053021675,0.9316505908772459,0.5531397527201849,1.2634881976509609,1.4245656984293025
212,DRM,20f2s,3,s7,zone3,0.696885985580721,0.5330057070147649,0.469219923713095,0.736986509552509,0.9619975524819655
