,Sim_Type,Nsubs,Iteration,Station,Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
41,FixBase,20f2s,2,s9,zone3,0.0004571428571428572,0.0004857142857142857,0.0005142857142857143,0.0005428571428571431,0.0006285714285714287,0.0006571428571428571,0.000685714285714286,0.000714285714285714,0.0007428571428571433,0.0008000000000000006,0.0009428571428571431,0.0010571428571428576,0.0011714285714285713,0.0012571428571428573,0.001314285714285715,0.001371428571428573,0.0014000000000000004,0.0014571428571428572,0.0014571428571428572,0.0014571428571428572
42,FixBase,20f2s,3,s9,zone3,0.0005428571428571429,0.0006000000000000001,0.0006285714285714287,0.0006571428571428573,0.000685714285714286,0.0006857142857142856,0.0007142857142857144,0.0007428571428571433,0.0007714285714285717,0.000828571428571429,0.0009142857142857147,0.0009428571428571431,0.0010000000000000009,0.0010571428571428568,0.0010857142857142862,0.0011428571428571432,0.0012285714285714287,0.0012571428571428568,0.0012857142857142859,0.0012857142857142859
43,FixBase,20f2s,4,s9,zone3,0.0004857142857142857,0.0006000000000000001,0.0006571428571428572,0.0007714285714285717,0.0009142857142857147,0.0010285714285714288,0.0011428571428571434,0.0012571428571428573,0.0013428571428571437,0.0014000000000000004,0.001514285714285715,0.0016,0.001657142857142859,0.0017428571428571432,0.0018285714285714294,0.0018571428571428586,0.0019142857142857175,0.0019142857142857136,0.001942857142857143,0.0019142857142857175
44,FixBase,20f2s,5,s9,zone3,0.0007428571428571429,0.0008857142857142858,0.0009428571428571429,0.0010571428571428572,0.0012000000000000008,0.0013428571428571433,0.0014857142857142866,0.0016,0.0016857142857142863,0.0017428571428571432,0.0018000000000000002,0.0017714285714285727,0.0018000000000000002,0.0018285714285714272,0.0018285714285714294,0.0018571428571428586,0.001942857142857143,0.0019714285714285723,0.0020285714285714312,0.0019714285714285723
45,FixBase,20f4s,1,s1,zone1,0.003171428571428572,0.0036285714285714285,0.003742857142857144,0.004114285714285715,0.0045428571428571445,0.005000000000000003,0.005714285714285715,0.006371428571428571,0.006971428571428573,0.0074857142857142865,0.008085714285714283,0.008457142857142861,0.008600000000000003,0.00862857142857143,0.00862857142857143,0.008799999999999997,0.008971428571428568,0.009057142857142859,0.009057142857142859,0.00888571428571429
46,FixBase,20f4s,2,s1,zone1,0.004,0.004371428571428573,0.004400000000000001,0.004714285714285716,0.00502857142857143,0.005171428571428573,0.005342857142857145,0.005342857142857145,0.00528571428571429,0.005571428571428573,0.006228571428571429,0.007114285714285716,0.007857142857142865,0.008485714285714287,0.009,0.009371428571428577,0.00962857142857143,0.009771428571428573,0.009771428571428573,0.009600000000000006
47,FixBase,20f4s,3,s1,zone1,0.008571428571428572,0.009885714285714286,0.010714285714285716,0.012114285714285716,0.013857142857142861,0.015542857142857152,0.017114285714285717,0.018542857142857146,0.019714285714285715,0.02077142857142857,0.021885714285714286,0.022771428571428567,0.023314285714285718,0.023657142857142852,0.02391428571428571,0.024057142857142902,0.024085714285714297,0.024085714285714297,0.02400000000000002,0.023628571428571426
48,FixBase,20f4s,4,s1,zone1,0.0018285714285714283,0.001914285714285714,0.0018285714285714288,0.0018571428571428578,0.002085714285714285,0.002228571428571429,0.0023142857142857153,0.002342857142857145,0.002428571428571429,0.0024857142857142855,0.002657142857142858,0.003000000000000001,0.0032857142857142863,0.003514285714285714,0.003857142857142859,0.0042000000000000015,0.0044571428571428574,0.004571428571428572,0.004571428571428575,0.004514285714285717
49,FixBase,20f4s,5,s1,zone1,0.0064285714285714285,0.00722857142857143,0.007400000000000002,0.008057142857142858,0.008800000000000002,0.009485714285714287,0.010057142857142858,0.01068571428571429,0.011485714285714288,0.012228571428571429,0.013000000000000012,0.013742857142857152,0.014228571428571432,0.014685714285714286,0.015114285714285716,0.015400000000000016,0.01557142857142857,0.015628571428571422,0.015599999999999994,0.015371428571428591
50,FixBase,20f4s,1,s2,zone1,0.001742857142857143,0.0019142857142857147,0.0019142857142857147,0.0020571428571428576,0.002171428571428572,0.0023142857142857153,0.002342857142857145,0.0024571428571428583,0.0026285714285714285,0.0027428571428571398,0.0028285714285714303,0.0029142857142857143,0.0032000000000000023,0.003457142857142857,0.0036285714285714294,0.0038000000000000017,0.0039714285714285745,0.004085714285714288,0.004114285714285717,0.004057142857142855
51,FixBase,20f4s,2,s2,zone1,0.001942857142857143,0.0021714285714285715,0.0022571428571428573,0.0024571428571428583,0.0027142857142857147,0.0029428571428571438,0.0031428571428571434,0.0033428571428571452,0.003514285714285716,0.003657142857142859,0.003828571428571431,0.0039714285714285745,0.004114285714285717,0.0042285714285714305,0.00428571428571429,0.004314285714285715,0.004342857142857148,0.004371428571428574,0.0043999999999999985,0.004342857142857148
52,FixBase,20f4s,3,s2,zone1,0.0016285714285714287,0.0018285714285714288,0.0018857142857142864,0.0020571428571428576,0.002285714285714286,0.0025428571428571444,0.0028285714285714286,0.0030571428571428572,0.003257142857142859,0.0034285714285714275,0.0036,0.003828571428571431,0.0039714285714285745,0.004114285714285717,0.004200000000000005,0.004257142857142864,0.00428571428571429,0.004314285714285715,0.004314285714285715,0.004257142857142864
53,FixBase,20f4s,4,s2,zone1,0.0009714285714285714,0.0010571428571428574,0.0011142857142857144,0.0012571428571428564,0.0014000000000000004,0.0015428571428571436,0.001657142857142857,0.0017428571428571432,0.0018000000000000002,0.0018857142857142864,0.002114285714285713,0.002285714285714286,0.002428571428571429,0.0025428571428571444,0.002657142857142858,0.0027714285714285714,0.0028285714285714303,0.0028571428571428593,0.0028857142857142853,0.0028571428571428593
54,FixBase,20f4s,5,s2,zone1,0.002285714285714286,0.0024857142857142855,0.0024857142857142864,0.002657142857142858,0.0028571428571428576,0.002971428571428573,0.0030285714285714304,0.0030000000000000027,0.002885714285714289,0.003028571428571429,0.0035428571428571445,0.003999999999999999,0.004285714285714288,0.004514285714285717,0.004685714285714289,0.004857142857142858,0.0049428571428571455,0.0050000000000000044,0.00502857142857143,0.00491428571428572
55,FixBase,20f4s,1,s3,zone1,0.0016,0.0018000000000000002,0.0018571428571428578,0.0020857142857142862,0.002342857142857144,0.002600000000000001,0.0027999999999999987,0.003028571428571428,0.0032857142857142846,0.003514285714285716,0.0037714285714285723,0.003942857142857145,0.004085714285714288,0.004171428571428576,0.004314285714285718,0.0043999999999999985,0.0044571428571428574,0.004485714285714292,0.0044571428571428574,0.0043999999999999985
56,FixBase,20f4s,2,s3,zone1,0.0011142857142857144,0.0011714285714285717,0.0012000000000000003,0.0013142857142857142,0.0014285714285714288,0.001514285714285715,0.0016285714285714287,0.0017428571428571432,0.001942857142857144,0.0020857142857142862,0.002257142857142858,0.002400000000000001,0.0025142857142857167,0.0026000000000000034,0.0026857142857142874,0.0027714285714285714,0.0028285714285714303,0.0028571428571428593,0.0028571428571428593,0.0028571428571428593
57,FixBase,20f4s,3,s3,zone1,0.0013428571428571428,0.0014000000000000002,0.0014000000000000004,0.0014857142857142857,0.0016,0.0017142857142857148,0.0017714285714285727,0.0018000000000000002,0.0018000000000000002,0.0019714285714285723,0.002142857142857143,0.002228571428571429,0.0023428571428571426,0.0024571428571428583,0.0026285714285714263,0.002800000000000001,0.002971428571428573,0.0030571428571428555,0.003114285714285716,0.0030571428571428572
58,FixBase,20f4s,4,s3,zone1,0.0016857142857142856,0.0018285714285714288,0.0018571428571428571,0.002,0.002142857142857144,0.002285714285714286,0.002400000000000001,0.0025428571428571444,0.002657142857142858,0.002771428571428573,0.0029142857142857143,0.002971428571428573,0.0029428571428571438,0.0030571428571428594,0.003314285714285714,0.003514285714285716,0.0036857142857142844,0.003742857142857143,0.003771428571428576,0.0037142857142857095
59,FixBase,20f4s,5,s3,zone1,0.002057142857142857,0.0023142857142857145,0.0024000000000000002,0.002657142857142858,0.0030571428571428572,0.0034000000000000002,0.0037142857142857155,0.00397142857142857,0.0041714285714285725,0.004371428571428574,0.004542857142857146,0.004771428571428573,0.004885714285714291,0.004971428571428571,0.005200000000000007,0.0053428571428571405,0.005428571428571434,0.005457142857142859,0.005457142857142859,0.005371428571428575
60,FixBase,20f4s,1,s4,zone2,0.0018285714285714288,0.0020285714285714286,0.0020571428571428576,0.0022000000000000006,0.0024000000000000002,0.0026285714285714285,0.0028285714285714286,0.003000000000000001,0.003171428571428573,0.0034000000000000024,0.0036857142857142883,0.003942857142857145,0.004114285714285717,0.0042285714285714305,0.004342857142857148,0.004400000000000006,0.004400000000000006,0.004400000000000006,0.0043999999999999985,0.004342857142857148
61,FixBase,20f4s,2,s4,zone2,0.001542857142857143,0.001742857142857143,0.0018571428571428571,0.002028571428571429,0.002257142857142858,0.002457142857142856,0.002600000000000001,0.0027714285714285714,0.0028857142857142853,0.0029428571428571438,0.003028571428571432,0.0031428571428571456,0.0032857142857142846,0.0034000000000000024,0.0035714285714285744,0.0036857142857142883,0.0038000000000000017,0.0038285714285714355,0.0038285714285714273,0.003771428571428576
62,FixBase,20f4s,3,s4,zone2,0.0011428571428571427,0.0012571428571428573,0.0012571428571428573,0.0013428571428571433,0.0014857142857142857,0.001571428571428572,0.001657142857142858,0.0018000000000000002,0.0018857142857142864,0.0020000000000000018,0.002257142857142858,0.0025714285714285717,0.0028285714285714303,0.0030571428571428555,0.0032000000000000006,0.0032857142857142885,0.0033428571428571435,0.0033999999999999985,0.003428571428571432,0.0034000000000000063
63,FixBase,20f4s,4,s4,zone2,0.002057142857142857,0.002285714285714286,0.002371428571428572,0.0026285714285714293,0.0029142857142857143,0.003171428571428573,0.0034000000000000024,0.003600000000000002,0.003828571428571431,0.004114285714285717,0.0044571428571428574,0.004771428571428573,0.00502857142857143,0.005228571428571432,0.005428571428571426,0.005542857142857143,0.005628571428571427,0.005628571428571435,0.005628571428571435,0.005571428571428577
64,FixBase,20f4s,5,s4,zone2,0.001971428571428572,0.0021142857142857144,0.0020857142857142862,0.002171428571428572,0.0023142857142857153,0.0024571428571428583,0.0026857142857142874,0.0028857142857142875,0.0030571428571428594,0.0032000000000000006,0.003371428571428573,0.003457142857142861,0.003857142857142859,0.0041714285714285725,0.004485714285714286,0.004742857142857144,0.0049428571428571455,0.00502857142857143,0.00502857142857143,0.0049428571428571455
