Story,CM x,CM y,Max x,Max y
1,0.0016785689762659766,0.0018240290500693595,0.002924544230643369,0.0038954650100902926
2,0.0019328143537508734,0.0022087688780937404,0.002324109944239902,0.0026944847858647748
3,0.0024399586332274786,0.0023801979442158285,0.0025533518870088545,0.002577925894591497
4,0.002368529625514518,0.002463639774283911,0.0024185297733544933,0.002551627101170678
5,0.002489958563503277,0.002537341335528583,0.002505806831214781,0.002580198635281745
6,0.002570092750575381,0.0025801986359889188,0.0025915213915611657,0.002608770170807159
7,0.0026328161659347157,0.002601627286925805,0.0026471019276735797,0.0026155883939963614
8,0.0026558073190154673,0.002637341708452797,0.0026772359626989085,0.002665913246098435
9,0.0026700930814710947,0.0026847444998095347,0.0026772359626989085,0.0026990302700410787
10,0.0026756734523471393,0.0027133160409832085,0.0026772359626989085,0.00272760181192556
11,0.0026613876900103595,0.0027597447262258596,0.0026772359626989085,0.0027847448999574376
12,0.002662950352560597,0.0027883162683925186,0.0026986647663791623,0.0027883162683925186
13,0.0026803609834314575,0.0027668876117675247,0.0026904058681645874,0.0027883162683925186
14,0.00271763790295521,0.0027435110099725685,0.002739066548682553,0.0027720825554158122
15,0.0027747809605411953,0.002787989107780623,0.0027962096083803084,0.0028097423469776585
16,0.0027962096083803084,0.0028571450490423966,0.0027962096083803084,0.0028737035323524924
17,0.0027962096083803084,0.0028879892702747805,0.0027977721197487222,0.0029045477544191334
18,0.0028104953742094443,0.002923703615450475,0.0028247811400385803,0.002933119231135931
19,0.0027962096083803084,0.002895132139235924,0.002823218628429399,0.0029045477544191334
20,0.002753352313305355,0.0028308463195730765,0.0027692005890481144,0.0028474048024769967
