Story,CM x,CM y,Max x,Max y
1,0.0005571428571428571,0.0005142857142857143,0.0005714285714285714,0.0005142857142857143
2,0.0006000000000000001,0.0005642857142857143,0.0006000000000000001,0.0005714285714285716
3,0.0006214285714285713,0.0006285714285714286,0.0006285714285714285,0.0006285714285714286
4,0.0006928571428571428,0.000742857142857143,0.0007142857142857142,0.0007428571428571431
5,0.0008571428571428571,0.0008857142857142858,0.0008571428571428574,0.0008857142857142858
6,0.0009071428571428572,0.0010214285714285714,0.0009142857142857147,0.0010285714285714288
7,0.0009428571428571431,0.0011428571428571427,0.0009428571428571431,0.0011428571428571427
8,0.0009642857142857143,0.0012571428571428573,0.0009714285714285714,0.0012571428571428573
9,0.000992857142857143,0.001342857142857143,0.0010000000000000009,0.0013428571428571437
10,0.001035714285714286,0.0014142857142857136,0.0010571428571428576,0.0014285714285714277
11,0.0011428571428571427,0.0015000000000000005,0.0011428571428571434,0.001514285714285714
12,0.0012857142857142859,0.0015571428571428572,0.0012857142857142859,0.0015714285714285708
13,0.0014,0.0016,0.0014000000000000004,0.0016
14,0.0014785714285714285,0.0016214285714285723,0.0014857142857142866,0.0016285714285714297
15,0.0015642857142857155,0.0016428571428571434,0.0015714285714285728,0.001657142857142857
16,0.0016,0.001657142857142857,0.0016,0.001657142857142859
17,0.0016071428571428575,0.001657142857142857,0.0016285714285714297,0.001657142857142857
18,0.0016285714285714297,0.001657142857142857,0.0016285714285714297,0.001657142857142857
19,0.0016,0.0016428571428571464,0.001600000000000002,0.001657142857142861
20,0.0015428571428571436,0.0016285714285714315,0.0015428571428571436,0.001657142857142861
