Story,CM x,CM y,Max x,Max y
1,0.0007600446525684735,0.0005353896123202433,0.0007886160818849405,0.0005564935106132317
2,0.0007560267970156832,0.0006350649404489422,0.0007631696543729807,0.0006490259823708005
3,0.0007631696543729807,0.0007230519561886928,0.0007631696543729807,0.0007347402704749678
4,0.0008703125150295689,0.0008204545588801476,0.0008774553724199642,0.0008204545588801476
5,0.0010203125207252422,0.000934740277221061,0.0010218750223535194,0.000934740277221061
6,0.0011004464545383936,0.0010418831386543026,0.0011075893120195829,0.0010490259960965211
7,0.001171875029483112,0.0011324675554106808,0.001193303602006929,0.0011347402856034246
8,0.0012448661070691566,0.0011990260029343294,0.001252008964622487,0.0012204545754113407
9,0.0013305803979101853,0.0012538961320706146,0.001337723255492244,0.0012753247044745774
10,0.001423437546706612,0.0014561688739351787,0.001423437546706612,0.0014775974466374414
11,0.0015147321923260322,0.0016918831747301049,0.0015377232688611102,0.0017061688899985973
12,0.0016234375608788721,0.001906168904692382,0.0016234375608788721,0.001906168904692382
13,0.0016805804224153944,0.002049026059047372,0.0016805804224153944,0.002049026059047372
14,0.0017218750640365507,0.0021610390452349026,0.001737723284104622,0.002163311783132066
15,0.0018147322140319145,0.0022538961955182015,0.001823437576926083,0.0022753247687015195
16,0.00185044650258915,0.0022967533419071323,0.0018520090079430704,0.0023061689389898927
17,0.001864732218033612,0.0022990260811803134,0.0018790179334780739,0.0023061689389898927
18,0.001893303648940075,0.0023061689389898927,0.001907589364402076,0.0023061689389898927
19,0.00185044650258915,0.002291883223370734,0.00185044650258915,0.0023061689389898927
20,0.0017861607832326083,0.0022204546453752356,0.0018218750717361753,0.0022204546453752356
