Story,CM x,CM y,Max x,Max y
1,0.0007575892979100214,0.0006879870140591417,0.0007662946561988583,0.0006879870140591417
2,0.0007448660840264595,0.0007334415572148769,0.0007662946561988583,0.0007451298713879967
3,0.000736160725787928,0.0007782467573399776,0.0007377232266356599,0.0007782467573399776
4,0.0008234375154392374,0.0008496753295593601,0.0008234375154392374,0.0008639610440099554
5,0.0009662946642102013,0.0009425324735464222,0.0009917410909976636,0.000951948060107283
6,0.0010504464522064396,0.0010090909182644365,0.0010520089539322907,0.0010090909182644365
7,0.0011116071656379505,0.0010448052046439025,0.0011345982399660348,0.0010662337764803383
8,0.0011504464569772849,0.0010662337764803383,0.001164732171975173,0.0010662337764803383
9,0.0011805803891654183,0.0010944805382634426,0.001194866104233966,0.0011016233956517069
10,0.0012225446861557614,0.001273051973512964,0.0012296875438078004,0.0012753247044745774
11,0.0012868304051691065,0.0015016234121166287,0.0012868304051691065,0.0015016234121166287
12,0.0013750000464099784,0.0016850649734744014,0.001396428619305957,0.0016993506884139702
13,0.001483705414570249,0.0018113636734141839,0.0014852679180122513,0.0018159091429102085
14,0.0015781250688007495,0.0019113636776340109,0.001599553642123184,0.0019256493925386175
15,0.0016566965044539153,0.0020019480882182148,0.001658259008745186,0.0020113636820762474
16,0.001713839366968784,0.002068506541861381,0.0017154018715611348,0.002068506541861381
17,0.0017281250826317151,0.0021042208292659063,0.001742410798294646,0.002125649401719985
18,0.001762276866968147,0.002125649401719985,0.0017709822296670381,0.002125649401719985
19,0.00171941972017771,0.0021233766641967026,0.0017408482935564365,0.0021542208316772675
20,0.0016709822200712304,0.0020782467826109463,0.0016852679356885458,0.002123376664189302
