Story,CM x,CM y,Max x,Max y
1,0.0010283482289565908,0.0007496753284723456,0.0010441964453533625,0.0007519480570261251
2,0.0009727678716941164,0.0008545454578476368,0.0009870535864106487,0.0008662337729834517
3,0.0009314732289231988,0.0008948052020100692,0.0009314732289231988,0.0008948052020100692
4,0.0010187500191015028,0.0009805194891783584,0.0010187500191015028,0.0009805194891783584
5,0.001164732171975173,0.0010662337764803383,0.001164732171975173,0.0010662337764803383
6,0.0012361607471256784,0.0011353896191273007,0.0012504464621771185,0.0011496753336335114
7,0.0012718750347809698,0.001197077938209769,0.0012790178923155868,0.001211363652882333
8,0.0012933036074028459,0.0012733766380133183,0.0013075893224901048,0.0012948052099391212
9,0.0013203125348686786,0.0013519480684521996,0.0013345982499147716,0.0013542207998857958
10,0.001363169680040047,0.001411363658817333,0.001363169680040047,0.001411363658817333
11,0.0013988839677464171,0.001487662357660221,0.00142031254039038,0.001497077947353443
12,0.0014662946924474001,0.00153993509168629,0.001480580407707083,0.0015542208064701056
13,0.001487723265346605,0.0016470779526948794,0.0015091518382651708,0.0016685065249265323
14,0.0015392857725587056,0.0017970779585469482,0.0015408482762638172,0.0018113636734141839
15,0.0016265625691291557,0.0018993506981911372,0.0016265625691291557,0.0018993506981911372
16,0.0016837054312562395,0.001970779273378886,0.0016837054312562395,0.0019850649884297945
17,0.0017122768623848011,0.002020779276090389,0.0017408482935564365,0.0020422078487003052
18,0.001762276866968147,0.0020422078487003052,0.0017694197247720503,0.0020422078487003052
19,0.0017337054357635278,0.0020444805854746215,0.0017408482935564365,0.0020730520158976323
20,0.001676562573484863,0.0019922078459775026,0.0016837054312562395,0.0020444805854616804
