Story,CM x,CM y,Max x,Max y
1,0.0007714285714285715,0.0007999999999999998,0.0007999999999999999,0.0008
2,0.0007357142857142857,0.0008142857142857143,0.0007714285714285715,0.0008285714285714287
3,0.0006928571428571431,0.0008571428571428569,0.0007142857142857144,0.0008571428571428571
4,0.0007571428571428572,0.0009142857142857145,0.0007714285714285717,0.0009142857142857147
5,0.0008571428571428571,0.0009571428571428574,0.0008571428571428574,0.000971428571428572
6,0.0008714285714285716,0.0010000000000000002,0.0008857142857142863,0.0010000000000000002
7,0.0009071428571428577,0.0010928571428571432,0.0009142857142857147,0.0011142857142857144
8,0.000964285714285714,0.0012000000000000008,0.000971428571428572,0.0012000000000000008
9,0.0010285714285714288,0.0012857142857142859,0.0010285714285714293,0.0012857142857142859
10,0.0011000000000000003,0.0013857142857142857,0.0011142857142857144,0.0014000000000000004
11,0.001157142857142857,0.0014714285714285719,0.0011714285714285722,0.0014857142857142866
12,0.0012285714285714291,0.0015428571428571436,0.0012285714285714291,0.0015428571428571436
13,0.0012714285714285711,0.0015714285714285728,0.001285714285714287,0.0015714285714285728
14,0.0013071428571428574,0.0015857142857142854,0.0013142857142857142,0.0016
15,0.0013642857142857157,0.0016857142857142854,0.001371428571428573,0.0016857142857142863
16,0.0013857142857142857,0.0018071428571428576,0.0014000000000000004,0.0018285714285714294
17,0.0013999999999999985,0.001878571428571429,0.0014000000000000004,0.0018857142857142864
18,0.0014285714285714277,0.0019142857142857139,0.0014285714285714297,0.001942857142857143
19,0.0014000000000000004,0.0019285714285714292,0.0014000000000000004,0.001942857142857145
20,0.00135,0.0018785714285714306,0.001371428571428571,0.001942857142857143
