Story,CM x,CM y,Max x,Max y
1,0.0014285715271708781,0.001649026028957712,0.0014785715341836627,0.001649026028957712
2,0.001415848314019206,0.0019204546200946274,0.0014801340375992253,0.0019347403354968728
3,0.0014214286689388023,0.002025324749238323,0.0014515626047848927,0.002046753322243732
4,0.0015785715492295832,0.002249026076546696,0.0015928572657346526,0.002249026076546696
5,0.0018214287327551933,0.002506168958593043,0.0018229912379394506,0.002506168958593043
6,0.0019729912669080364,0.0027061689798325243,0.001994419842655174,0.0027061689798325243
7,0.002108705580816493,0.002906169002708492,0.0021102680877651274,0.002906169002708492
8,0.0021959823928459476,0.003058117156758909,0.002222991320324003,0.003058117156758909
9,0.0022785716824694656,0.003196428824859571,0.0022816966987080464,0.0032009743259093617
10,0.002330134202344207,0.0033107145576656625,0.0023388395697162534,0.0033152600620981495
11,0.002411160981512073,0.0035344159224845054,0.0024198663493893357,0.0035438315367914077
12,0.0025167413532793097,0.003712987386214748,0.002534152090830916,0.0037152601448371993
13,0.002575446733840508,0.0038295458844989903,0.0025912949620260518,0.0038295458844989903
14,0.0026040181692858345,0.003915260189752083,0.0026198663977423176,0.003915260189752083
15,0.002654018181497319,0.003998701731807508,0.0026754467582248945,0.004000974495439027
16,0.002648437833537885,0.004055844601460288,0.0026500003445001307,0.004058117366138147
17,0.002618303887027682,0.0040964289883916325,0.002621428908469301,0.00411071470559452
18,0.0026397324636980154,0.0041607147159061775,0.0026500003445001307,0.004167857574527977
19,0.0025984378209551184,0.004167857574527977,0.0026198663977423176,0.004167857574527977
20,0.0025198663730914652,0.004084740599320694,0.00253571460086742,0.004106169174327462
