Story,CM x,CM y,Max x,Max y
1,0.0007810267828330679,0.0008162337722465373,0.000834821432894475,0.0008925324729223674
2,0.0007223214252810039,0.000906818187383971,0.0007667410686561124,0.0009233766310511924
3,0.0006580357115527978,0.0008948052020100692,0.0006810267835253439,0.0008948052020100692
4,0.0007120535666113012,0.0009376623455792377,0.0007334821377492587,0.000951948060107283
5,0.0008241071298295676,0.0009711039024893418,0.0008430803469804886,0.0009805194891783584
6,0.0008939731976832003,0.0010564935215205858,0.0009122768071774548,0.0010707792362151215
7,0.000985267883671534,0.0011899350808734868,0.0009995535987377155,0.0012136363834961991
8,0.0010495536015842273,0.0012970779410286881,0.0010566964591402508,0.0013256493704480025
9,0.0011051339602372963,0.0013613636572498682,0.0011267857299799534,0.0013827922293420856
10,0.0011895089439111464,0.001411363658817333,0.0012171875251047795,0.0014399350883106676
11,0.0012616071722606984,0.0015116883220450696,0.0013029018145062265,0.001518831179285449
12,0.0013314732443699185,0.0015879870187104775,0.001360044674247604,0.0016045454662148777
13,0.0013504464678231365,0.001602272733099274,0.0013678571887779855,0.0016068181993470572
14,0.0013439732667368427,0.001644805219268681,0.0013725446975751468,0.0016685065249265323
15,0.0013566964792716164,0.0018139610613124746,0.0013756697034726776,0.0018353896332722033
16,0.0013756697034726776,0.0019425324931709603,0.0013756697034726776,0.001954220822365781
17,0.0013883929160316904,0.0020305195178348325,0.001404241134619421,0.0020399351119595836
18,0.0014098214893115792,0.0020639610679128156,0.0014312500626171808,0.0020925324972895995
19,0.0013883929160316906,0.002066233804882261,0.001404241134619421,0.002121103926680555
20,0.0013470982723794492,0.0020211039238737004,0.0013470982723794492,0.002068506541861381
