Story,CM x,CM y,Max x,Max y
1,0.0031428652153721436,0.0017185065270825977,0.006120561938707954,0.0021220780830249002
2,0.002636611074932419,0.001965909151938403,0.0030950950116399667,0.002046753322243732
3,0.002399333414582705,0.002053896179926998,0.0024779050947133403,0.002075324752947204
4,0.0024895110554176824,0.0022681819109737467,0.0025252254083005087,0.0022753247687015195
5,0.002795092015629417,0.002518181932648256,0.002810940272289779,0.0025324676482374187
6,0.0029609406029724207,0.002718181951623359,0.002982369222887317,0.0027324676673163547
7,0.003073443194400018,0.0028967533983725096,0.0030837111103290526,0.0029324676878498463
8,0.0032361671357891445,0.003044156053207363,0.0032551404628299073,0.003079870343861034
9,0.003373444583568978,0.0031272729916972898,0.003397998293691743,0.0031724028919828296
10,0.0034955434559491346,0.0032032470765096513,0.003516972137354435,0.003236364012958575
11,0.0035834904053625018,0.0033055198492054445,0.0036011243519244195,0.003348377001699644
12,0.0036913035464052027,0.003329221177882869,0.0037122819887095183,0.003350649754467854
13,0.0038750056819657247,0.0034779228335927474,0.003910720079167074,0.0034922085541439075
14,0.0040234436334098045,0.00377824755214624,0.004052015154384181,0.0037996761327232123
15,0.004220319240984626,0.0040714293900842025,0.004252015821772651,0.004080845015206412
16,0.004327462463857003,0.004300000913757765,0.004337730403880153,0.004307143773949016
17,0.004370319755819731,0.004463961174624409,0.004391748402315575,0.004492532604933805
18,0.0044346056966798435,0.004563961180770982,0.004448891461696699,0.004580519670878415
19,0.004377462637985012,0.0045711040383579985,0.0043948734620754175,0.004582792445859136
20,0.004248890766043089,0.004456818317048705,0.004277462291787763,0.004494805378099727
