Story,CM x,CM y,Max x,Max y
1,0.0010928571428571428,0.0009357142857142857,0.0011142857142857144,0.000942857142857143
2,0.001042857142857143,0.0009642857142857143,0.0010571428571428572,0.0009714285714285714
3,0.001,0.000942857142857143,0.0010285714285714288,0.0009428571428571431
4,0.0011,0.001057142857142857,0.0011142857142857144,0.0010571428571428572
5,0.0012571428571428573,0.001185714285714286,0.0012571428571428573,0.0012000000000000003
6,0.0013214285714285717,0.0012857142857142859,0.0013428571428571437,0.0012857142857142859
7,0.0013714285714285714,0.0013714285714285716,0.001371428571428572,0.001371428571428572
8,0.001385714285714286,0.0014285714285714288,0.0014000000000000004,0.0014285714285714288
9,0.0014,0.0015500000000000004,0.0014000000000000004,0.001571428571428572
10,0.0014285714285714288,0.001657142857142857,0.0014285714285714297,0.001657142857142857
11,0.001464285714285714,0.0017714285714285716,0.0014857142857142847,0.0017714285714285727
12,0.0015214285714285716,0.0018642857142857142,0.0015428571428571436,0.0018857142857142864
13,0.0015428571428571436,0.0019214285714285724,0.0015428571428571436,0.001942857142857143
14,0.001578571428571428,0.0019714285714285723,0.0016,0.0019714285714285723
15,0.0016642857142857143,0.0020142857142857124,0.0016857142857142863,0.0020285714285714312
16,0.0017285714285714304,0.0020428571428571457,0.0017428571428571452,0.0020571428571428607
17,0.0017642857142857174,0.0020571428571428607,0.0017714285714285746,0.0020571428571428607
18,0.0018285714285714294,0.0021142857142857152,0.0018285714285714294,0.0021142857142857152
19,0.001792857142857143,0.002121428571428571,0.0018000000000000002,0.0021428571428571447
20,0.001735714285714286,0.0020857142857142862,0.0017428571428571452,0.0021142857142857152
