Story,CM x,CM y,Max x,Max y
1,0.0006212053624491823,0.0006042207832979319,0.0006426339342521832,0.0006399350695061549
2,0.0006069196479195707,0.0007185064992817647,0.0006140625051815153,0.0007256493565391467
3,0.0005926339333956815,0.0007805194859931206,0.0006140625051815153,0.0007827922146543266
4,0.000649776791525577,0.0008568181867846577,0.0006712053633457583,0.0008685065019658966
5,0.000756919650764549,0.0009256493602663495,0.0007584821516612051,0.000934740277221061
6,0.0008156250101953701,0.0010490259960965211,0.0008426339383896995,0.0010490259960965211
7,0.0008656250114990428,0.001163311715505878,0.0008727678688317935,0.001163311715505878
8,0.0009283482262216871,0.0012681818470065898,0.0009314732289231988,0.0012775974354498098
9,0.0009870535864106487,0.0013396104217984046,0.000988616087934972,0.0013610389942692854
10,0.0010441964453533625,0.0013944805500665522,0.0010457589470591869,0.0014159091224455887
11,0.0010957589488874062,0.0014561688739351787,0.0011029018062955402,0.0014775974466374414
12,0.001145758950799604,0.0014753247144108806,0.0011600446656437283,0.0014775974466374414
13,0.0011671875230728722,0.0015444805570429148,0.0011886160953603038,0.0015587662720270173
14,0.0011727678783501868,0.0016944805647335429,0.0011886160953603038,0.001701623422258074
15,0.0011886160953603038,0.0018444805731382362,0.0011886160953603038,0.0018444805731382362
16,0.00118147323793116,0.0019444805791441256,0.0011886160953603038,0.001958766294309942
17,0.0011671875230728722,0.002008766297455671,0.0011886160953603038,0.002015909155051611
18,0.00118147323793116,0.0020516234430706685,0.0011886160953603038,0.0020730520158976323
19,0.0011600446656437283,0.002037337727859163,0.0011600446656437283,0.0020444805854616804
20,0.0011227678765682058,0.0019801948670783746,0.0011314732359554796,0.001987337724667852
