Story,CM x,CM y,Max x,Max y
1,0.005007139740702082,0.00495715964576206,0.006663581303598377,0.007998767771577882
2,0.0018698674996205597,0.003050006499606313,0.002764959383121258,0.0038308550163181103
3,0.0023024575670118662,0.003209422730959163,0.002466966989686006,0.003516567303308019
4,0.0023055825791057343,0.00336202093294607,0.002319868325222228,0.003512021797170545
5,0.002431029285550319,0.00356721595516497,0.00245803827284029,0.0036263082116452304
6,0.0025062525375803804,0.003779230081034875,0.002514065084772942,0.003788646851299534
7,0.00257522593050903,0.003969815577869684,0.0025982170630225016,0.003981504000600255
8,0.0026006724068749296,0.004102933310372218,0.0026252260502330617,0.004124362014110187
9,0.002593529533070447,0.00422436264410564,0.002626788560598527,0.004251636870048817
10,0.0026897352948903534,0.0043259879485689585,0.0026928603165853973,0.004365923428998858
11,0.002788842734564354,0.0044380017462144206,0.002810271365716765,0.004495145035698284
12,0.0029087091389019062,0.00456981943448964,0.0029261199204520987,0.004605533968213841
13,0.0030133969758104773,0.0046626772280278245,0.0030227720582560657,0.004693521634685426
14,0.003103799070295063,0.004700664543422566,0.003133933104438879,0.0047266388210695015
15,0.003225228034467529,0.0047503403254702025,0.0032466566768604662,0.004786054872496
16,0.003276790717242939,0.004764626143867388,0.003279915749834969,0.004786054872496
17,0.0032870586313109972,0.004757483234668795,0.0033084872757390823,0.004786054872496
18,0.0033267908872345346,0.004771769053410258,0.003337058802566097,0.004786054872496
19,0.003301344394263054,0.004742224380139281,0.0033084872757390823,0.004757483234324516
20,0.0032196476695958718,0.0046574825117384686,0.0032482191928454697,0.004682808303273447
