Story,CM x,CM y,Max x,Max y
1,0.0007999999999999999,0.0007714285714285713,0.0008285714285714285,0.0007999999999999998
2,0.0007857142857142856,0.0007785714285714286,0.0008,0.0008
3,0.0007999999999999999,0.0007714285714285716,0.0008,0.0007714285714285717
4,0.0009000000000000001,0.0008571428571428571,0.0009142857142857147,0.0008571428571428574
5,0.001064285714285714,0.0009428571428571431,0.0010857142857142856,0.0009428571428571431
6,0.001157142857142857,0.0010285714285714286,0.0011714285714285713,0.0010285714285714293
7,0.0012285714285714291,0.0010571428571428568,0.0012285714285714291,0.0010571428571428576
8,0.0012571428571428573,0.0010571428571428568,0.0012571428571428573,0.0010571428571428576
9,0.0012857142857142863,0.0011142857142857144,0.001285714285714287,0.0011142857142857144
10,0.0013000000000000002,0.0013142857142857144,0.0013142857142857142,0.0013142857142857147
11,0.0013857142857142857,0.0015571428571428572,0.0014000000000000004,0.0015714285714285713
12,0.0015142857142857145,0.0017428571428571432,0.001514285714285716,0.0017428571428571432
13,0.0016285714285714293,0.0018928571428571427,0.0016285714285714297,0.0019142857142857147
14,0.0017214285714285717,0.002,0.0017428571428571432,0.002000000000000001
15,0.001828571428571429,0.0020785714285714288,0.0018285714285714294,0.0020857142857142862
16,0.001878571428571429,0.002128571428571428,0.0018857142857142864,0.002142857142857143
17,0.0018857142857142864,0.002142857142857143,0.0019142857142857136,0.0021428571428571447
18,0.001921428571428574,0.0021571428571428575,0.001942857142857143,0.002171428571428572
19,0.0018857142857142883,0.0021714285714285702,0.0018857142857142883,0.0021999999999999997
20,0.0018214285714285721,0.0021000000000000007,0.0018285714285714294,0.0021428571428571447
