Story,CM x,CM y,Max x,Max y
1,0.0012499999999999998,0.0009428571428571429,0.001257142857142857,0.0009714285714285714
2,0.0012428571428571428,0.0010857142857142858,0.001257142857142857,0.0011142857142857144
3,0.0012428571428571428,0.001157142857142857,0.0012571428571428573,0.0011714285714285717
4,0.0013999999999999998,0.0013,0.0014000000000000004,0.0013142857142857142
5,0.0016285714285714287,0.001442857142857143,0.0016285714285714287,0.0014571428571428572
6,0.0017428571428571428,0.0015785714285714279,0.0017428571428571432,0.0015999999999999992
7,0.001828571428571429,0.0016857142857142852,0.0018285714285714294,0.0016857142857142863
8,0.0019000000000000006,0.0017642857142857143,0.0019142857142857156,0.0017714285714285727
9,0.0020071428571428584,0.0018000000000000002,0.002028571428571429,0.0018000000000000002
10,0.0021142857142857144,0.0018285714285714294,0.0021142857142857152,0.0018285714285714294
11,0.0022000000000000006,0.0019142857142857152,0.0022000000000000014,0.0019142857142857156
12,0.0023000000000000013,0.0020857142857142862,0.0023142857142857153,0.0020857142857142862
13,0.0023499999999999997,0.0022142857142857155,0.002371428571428572,0.002228571428571429
14,0.0023642857142857146,0.002300000000000001,0.002371428571428572,0.0023142857142857153
15,0.0024071428571428542,0.002450000000000001,0.0024285714285714266,0.0024571428571428583
16,0.0023857142857142866,0.002607142857142858,0.002400000000000001,0.0026285714285714285
17,0.0023571428571428593,0.0027142857142857125,0.002371428571428572,0.0027142857142857164
18,0.0023857142857142866,0.0027714285714285714,0.002400000000000001,0.0027714285714285714
19,0.002350000000000003,0.002764285714285716,0.002371428571428572,0.002800000000000001
20,0.002285714285714288,0.002707142857142858,0.002314285714285713,0.0027714285714285714
