Story,CM x,CM y,Max x,Max y
1,0.0004537946450574274,0.0005451298708024515,0.0004680803594831252,0.0005451298708024515
2,0.00043794643033092436,0.0006048701290353104,0.00043950893063172963,0.0006285714285716967
3,0.00042522321621487225,0.0006022727280941871,0.00043950893063172963,0.0006022727280941871
4,0.0004680803594831252,0.0006262987004041345,0.0004680803594831252,0.0006308441567455074
5,0.0005537946461453507,0.0006214285714288479,0.0005537946461453507,0.0006285714285716967
6,0.000589508932303774,0.0006639610419358387,0.0006109375040094897,0.0006639610419358387
7,0.0006109375040139367,0.000713961042404083,0.0006395089329682316,0.0007211038996154201
8,0.0006379464323307216,0.0007496753284723456,0.0006395089329682316,0.0007496753284723456
9,0.0006395089329682316,0.0008068181862187782,0.0006395089329682316,0.0008068181862187782
10,0.0006379464323307216,0.0008376623439717661,0.0006395089329682316,0.0008376623439717661
11,0.0006450892895602822,0.0008876623447534148,0.0006665178612489639,0.0008948052020100692
12,0.0006522321467898427,0.0009639610452529073,0.0006665178612489639,0.0009782467597257763
13,0.0006593750040194033,0.0010402597451576612,0.0006665178612489639,0.0010616883167896148
14,0.0006665178612489639,0.0011665584446456233,0.0006712053633457583,0.0011782467626573303
15,0.0006966517909391489,0.0013165584454910314,0.0006982142916987771,0.0013165584454910314
16,0.0007109375054452543,0.0014308441604898071,0.0007267857207745342,0.0014308441604898071
17,0.0007252232199513596,0.0015094155895862857,0.0007267857207745342,0.0015165584467778527
18,0.0007323660772135636,0.0015594155899347798,0.000753794648981873,0.0015737013043216805
19,0.0007252232199513596,0.0015594155899366715,0.0007267857207745342,0.001602272733099274
20,0.0007037946481922015,0.001516558446785146,0.0007252232199513596,0.0015737013043216805
