Story,CM x,CM y,Max x,Max y
1,0.0006000000000000001,0.00075,0.0006285714285714286,0.0007714285714285715
2,0.0006285714285714285,0.0009214285714285714,0.0006571428571428572,0.0009428571428571429
3,0.0006714285714285715,0.0010285714285714286,0.0006857142857142858,0.0010285714285714288
4,0.0007714285714285715,0.00115,0.0008,0.0011714285714285717
5,0.0009571428571428573,0.0013000000000000002,0.0009714285714285714,0.0013142857142857147
6,0.001035714285714286,0.0014285714285714288,0.0010571428571428572,0.0014285714285714288
7,0.0010928571428571424,0.001592857142857143,0.0011142857142857144,0.0016
8,0.0011142857142857144,0.0017428571428571432,0.0011142857142857144,0.001742857142857144
9,0.0011857142857142856,0.0018857142857142864,0.0012000000000000008,0.0018857142857142872
10,0.0012642857142857143,0.0020142857142857154,0.0012857142857142859,0.002028571428571429
11,0.0013357142857142858,0.002171428571428572,0.0013428571428571437,0.002171428571428572
12,0.0014000000000000004,0.002335714285714287,0.0014000000000000004,0.002342857142857145
13,0.0014285714285714292,0.0025142857142857146,0.0014285714285714297,0.0025142857142857146
14,0.0014714285714285719,0.002671428571428573,0.0014857142857142866,0.0026857142857142874
15,0.001528571428571429,0.002807142857142856,0.0015428571428571436,0.0028285714285714286
16,0.0015428571428571436,0.002907142857142857,0.0015428571428571436,0.0029142857142857143
17,0.0015428571428571436,0.0029571428571428587,0.0015714285714285728,0.002971428571428573
18,0.0015714285714285721,0.0029857142857142843,0.0016,0.0029999999999999988
19,0.0015499999999999993,0.0029714285714285728,0.0015714285714285708,0.0030000000000000027
20,0.0014999999999999994,0.002921428571428572,0.001514285714285718,0.002971428571428573
