Story,CM x,CM y,Max x,Max y
1,0.0005171875044480883,0.0006847402690475018,0.0005330357194253246,0.0007061688410735392
2,0.0005386160762583201,0.0008275974162639279,0.0005600446480827431,0.0008490259884152684
3,0.0005687500058679874,0.0009298701490446725,0.0005901785777518893,0.0009370130064833771
4,0.0006774553661857747,0.001072727298329887,0.0006774553661857747,0.001079870155814952
5,0.0008203125133300371,0.0012250000367500665,0.0008203125133300371,0.0012250000367500665
6,0.0009060268020147984,0.0013678571887779855,0.0009060268020147984,0.0013678571887779855
7,0.0009845982335740997,0.0014892857688079545,0.0009917410909976636,0.0015107143418266755
8,0.0010345982356054799,0.0015844156517074322,0.0010488839504857177,0.0015987013672171299
9,0.001077455380279108,0.0016415585138352263,0.001077455380279108,0.001655844229389319
10,0.0011060268101063186,0.0016987013761413355,0.0011060268101063186,0.0017129870917400797
11,0.0011274553825011057,0.0017464286465910268,0.0011345982399660348,0.001767857219885258
12,0.0011616071677483875,0.0018272728169751967,0.0011631696698591624,0.0018272728169751967
13,0.00118147323793116,0.0019107143757905961,0.0011886160953603038,0.0019129871113690777
14,0.0012084821653839417,0.0019892858119775355,0.0012171875251047795,0.001996428669823844
15,0.0012513393098777111,0.0020918832055207407,0.0012727678821436317,0.002108441658387117
16,0.0012656250247216581,0.0021561689253642414,0.0012727678821436317,0.0021655845210511336
17,0.0012656250247216581,0.0021847403564605678,0.0012727678821436317,0.0021941559524387556
18,0.0012799107395720668,0.0022133117875906107,0.0013013393118573716,0.0022204546453752356
19,0.0012584821672996845,0.002191883214236735,0.0012727678821436317,0.0021941559524387556
20,0.0012227678802151966,0.002127597494301281,0.0012441964524557375,0.002137013089700593
