Story,CM x,CM y,Max x,Max y
1,0.001300446464955381,0.0010948052056146318,0.0013361607527002457,0.0011256493649025499
2,0.0012433036046513985,0.0012948052099464968,0.001252008964622487,0.0013256493704480025
3,0.0011877232466996923,0.0013970779440797094,0.001194866104233966,0.001411363658817333
4,0.001298883962307807,0.001514935146393029,0.0013091518251640087,0.0015256493769024743
5,0.0015218750499410292,0.0017529221940244014,0.001536160765171023,0.0017529221940244014
6,0.0015504464804188978,0.0019912338990971893,0.0015647321956667724,0.0020100650881690386
7,0.0015345982614884369,0.002202922262136312,0.0015377232688611102,0.0022100651204804505
8,0.001555133991719655,0.002357792406832231,0.0015725447148853878,0.00237922098191786
9,0.0016154018617669493,0.0024957794577158696,0.0016296875774103202,0.0024957794577158696
10,0.0016638393622625729,0.0025912339921322185,0.0016852679356885458,0.0026055197089252576
11,0.0017122768623848011,0.0026886366389219114,0.0017154018715611348,0.002695779497534105
12,0.0018607143711115819,0.0028529223881388387,0.001882142944528225,0.0028672081055527215
13,0.001979017941873826,0.002945779551659088,0.0019933036573896046,0.0029529224104131785
14,0.0021004465240792845,0.0031347404594275186,0.0021075893818727886,0.003137013209048604
15,0.002277455461560258,0.003356169060165103,0.002279017969669364,0.0033655846712814285
16,0.0023647322640494637,0.0035061690811543835,0.0023647322640494637,0.0035084418363833508
17,0.00240602690231419,0.003572727560984863,0.002420312617990316,0.00359415613588928
18,0.002448884049375855,0.003627597670253867,0.002450446558751363,0.003649026244859605
19,0.0023917411866380633,0.003599026237470838,0.002393303695581233,0.0036204548120519543
20,0.0022917411771701153,0.0034918833648338917,0.0023060268927799724,0.0035084418363833508
