Story,CM x,CM y,Max x,Max y
1,0.0007285714175315852,0.0008957792904139385,0.0011558035502731582,0.001359740340971547
2,0.0006305803971403125,0.0011123377656771288,0.000720312551997948,0.0011480520583839297
3,0.0006790179032744166,0.001262337796805485,0.0006964286211734534,0.0012909092317355973
4,0.0006877232622075085,0.001419480690942763,0.0006948661204416929,0.00143376640879736
5,0.0007448661285846048,0.001612337885393863,0.0007535714877806006,0.0016337664629178376
6,0.0007455357035992465,0.0017909093677044297,0.0007535714877806006,0.0018051950865236382
7,0.0008241071298295676,0.001933766557753483,0.0008383928436687975,0.00194805227694403
8,0.000881249985125229,0.002052922435363953,0.0008955356989337232,0.0020623380319513304
9,0.0009169642696235991,0.0021457796120358088,0.0009241071265202244,0.0021743510513229907
10,0.0009455356971872481,0.0022457796501930433,0.000952678554076256,0.0022600653700538633
11,0.000952678554076256,0.0023457796900875193,0.0009812499816018356,0.0023480524298601295
12,0.0009598214109576509,0.002419481031674893,0.0009812499816018356,0.002436039492854708
13,0.0009546875849683584,0.002455195332916287,0.0009618304434500327,0.002464610934225483
14,0.0010118304532489525,0.0024785720181330602,0.0010189733118160242,0.002500000600000338
15,0.0010745536790757793,0.002559091593082893,0.0010761161808657453,0.002568507196343245
16,0.0011118304743852458,0.0026162344818077676,0.0011332590505993374,0.0026256500858315257
17,0.001124553689899174,0.0026376630652686353,0.0011332590505993374,0.002651948787605522
18,0.001145982266122446,0.0026733773712445865,0.0011618304857221292,0.002682792976046499
19,0.001131696548612245,0.0026448059264370786,0.0011332590505993374,0.0026542215308480014
20,0.0010832590396465456,0.0025876630373563034,0.0011332590505993374,0.002597078640996612
