Story,CM x,CM y,Max x,Max y
1,0.0009924107412161444,0.0007347402704749678,0.0010296875305690146,0.0007610389713178265
2,0.0010082589578672401,0.0008727272895902954,0.0010296875305690146,0.000879870147010509
3,0.0010368303881603744,0.0009870130086474,0.0010582589608862506,0.0009964285956273727
4,0.001186830397919721,0.0011110389831180975,0.0012011161131996447,0.0011324675554106808
5,0.0014082589862108854,0.0012821428974385608,0.0014296875594216533,0.0012821428974385608
6,0.0015296875681251607,0.001408441602803115,0.0015439732836957309,0.0014250000498751496
7,0.0016225447195886348,0.0015107143418266755,0.0016296875774103202,0.0015129870742927008
8,0.0016868304401290812,0.001582142918738487,0.001688392944577409,0.001596428634145374
9,0.0017368304451713065,0.0016250000650000467,0.0017439733030413637,0.0016272727982811336
10,0.0017908482982160912,0.0016629870871776372,0.0017995536610850885,0.0016844156605425914
11,0.0018781250977256887,0.0017321429310718961,0.0018852679556146928,0.0017392857888262829
12,0.0019781251084920325,0.0019035715179750033,0.0019995536822966322,0.0019107143757905961
13,0.002049553687955528,0.002032142959116538,0.0020566965459134067,0.0020535715327168465
14,0.002099553693752119,0.0021490260675964164,0.00211383940971349,0.0021678572589921294
15,0.0021638394156937284,0.0023084416783608285,0.0021709822736974593,0.002310714417755168
16,0.0021709822736974593,0.00243701312073701,0.0021709822736974593,0.0024512988365978337
17,0.0021638394156937284,0.0025155845581106852,0.0021709822736974593,0.0025370131319854268
18,0.002192410847743072,0.0025870131377856253,0.002199553705758276,0.002594155995762412
19,0.002149553699686267,0.002565584563864592,0.0021709822736974593,0.002594155995762412
20,0.0020908483289366715,0.0024870131263053223,0.00211383940971349,0.0025084417001524383
