Story,CM x,CM y,Max x,Max y
1,0.005049991974824235,0.004092866707837026,0.008537892012469121,0.00708153433797705
2,0.002786165811857892,0.0029915646820442526,0.003907599195664818,0.00374384163092376
3,0.0031986667909875786,0.003138967905941314,0.003426569863912848,0.0034318266802688055
4,0.0032788010678648644,0.003274682913753608,0.003328801295555649,0.003376956233391835
5,0.00351764150226192,0.0034149434835742446,0.003538177361138474,0.003443190438678695
6,0.0036763476733674364,0.0034935153901437723,0.0036948740140881364,0.003522086995340139
7,0.00385134792852375,0.0035240351057848752,0.0038870623933250437,0.003531178007645908
8,0.003994205799997273,0.0035172163075129787,0.004002911218467414,0.0035694893477086044
9,0.004129920805266628,0.0036552041421266646,0.004144206596678371,0.00371234734288585
10,0.004215635559580203,0.0037646204090169113,0.004258492939657697,0.003826633766679625
11,0.004287064528615674,0.0038623482816039067,0.0043156361181579915,0.003918842641370057
12,0.0043529131359966895,0.004064298171058514,0.0043743418304168676,0.004118844054394234
13,0.0043529131359966895,0.004211363837369922,0.004377466888641419,0.004259429489516488
14,0.004334609499220951,0.004437662516328835,0.004352020352819178,0.004470779492510144
15,0.0043790294177804235,0.004623376817327313,0.004380591946937702,0.004666233963790951
16,0.004394877744587484,0.004754221035464097,0.004409163542237265,0.0047827924671191265
17,0.004377466888935403,0.004797078182960303,0.004406038483156457,0.004837662550016625
18,0.0044156366919244,0.00485422104636274,0.0044522439639625,0.004868506762222673
19,0.004373672083110816,0.00481623397671055,0.004401350894670603,0.004839935330502807
20,0.004266528623804267,0.004675649598475631,0.0043093860050948925,0.004697078172182231
