Story,CM x,CM y,Max x,Max y
1,0.0011500000376161198,0.0013785721827657385,0.0018165183368983489,0.0025285731191032473
2,0.0008649554582015821,0.0015597408462685197,0.001073660870733217,0.0017262994355365321
3,0.0009649554801447768,0.0016714292594697039,0.0009879465590330895,0.0017262994355365321
4,0.0010022322775197017,0.0018025982053257476,0.0010165179960063137,0.0018142865384902119
5,0.0011149555255880082,0.0019503256228791714,0.001130803746500993,0.001954871094357991
6,0.0011736609040426012,0.0020720789817221426,0.0011895091254777953,0.0020909101857856096
7,0.0012395091437533848,0.0022058453354550367,0.0012497770083310495,0.0022269492811081144
8,0.001296652022739596,0.00232240392371845,0.0013069198879045309,0.002336689655436947
9,0.0013497770483217534,0.0024366897811167166,0.0013640627685500596,0.0024509755137479177
10,0.001392634209274386,0.0025201314374137217,0.0014212056502664434,0.0025366899122739963
11,0.0014243306565066816,0.002634417306252031,0.0014497770915266935,0.0026487030403096424
12,0.0014671878189184162,0.0027155862248554197,0.0014830360432018634,0.002729871959238839
13,0.0014830360432018634,0.002749027816853291,0.0014830360432018634,0.002758443428451548
14,0.0015044646248490437,0.0027879887964783346,0.0015116074853981038,0.0028042226429361174
15,0.001561607509930505,0.0028808460661817973,0.0015687503706174075,0.002885391558216536
16,0.001575893231373071,0.0029428591240702948,0.0015973218136400616,0.002966560472881629
17,0.0015973218136400616,0.0029785734604351956,0.0015973218136400616,0.0029951319426056036
18,0.0016084825272751177,0.0030094176776732416,0.001624330752856033,0.0030237034127408805
19,0.0015973218136400616,0.0029808462077436162,0.0015973218136400616,0.0029951319426056036
20,0.0015473217885567003,0.002916560401894763,0.0015687503706174075,0.002937989003569828
