Story,CM x,CM y,Max x,Max y
1,0.0015642856134632482,0.0015857146609691698,0.0026015610545073575,0.002766236944891514
2,0.0009562501522448685,0.0015090916891997166,0.001263616430092386,0.0017662348966238654
3,0.0011595985110235852,0.0015899359438085574,0.001244419996683479,0.0016827932158290444
4,0.0011707592292781064,0.0016233775446899317,0.0012064735365863368,0.0016519490130817768
5,0.0012549110660132808,0.0016448061458798882,0.0012651789324562939,0.0016542217459735121
6,0.0012698663937096412,0.0016590918804915244,0.0012890628726199753,0.001680520482720767
7,0.0013111610588248802,0.0016961048885338697,0.001332589642895845,0.0017103906228521154
8,0.0013540182272686126,0.001750975093654935,0.0013627235915290355,0.0017675335624851127
9,0.0013881700320404987,0.001796429699081696,0.0013912950378855795,0.0018224037709595798
10,0.0014203129415588083,0.0018740264452393816,0.0014417415279586116,0.001888637655636501
11,0.001464732617923239,0.001991235219101353,0.0014718754801993162,0.0020029235599556207
12,0.0015147326547432578,0.0020915600531077228,0.0015290183797391557,0.0021081185295025117
13,0.0015861612811659117,0.002158118620370766,0.001614732732378561,0.0021652614906066056
14,0.001634598817139999,0.0022087680276949577,0.0016433041841459827,0.0022396122470345224
15,0.0016933042258490249,0.002285066864830305,0.0017004470890128042,0.002323053958097317
16,0.0017236612607789159,0.0023444825715449955,0.0017290185421117946,0.0023538981820518724
17,0.001752232708891065,0.0023779241884071536,0.001752232708891065,0.002382469667717569
18,0.0017808041573451157,0.002408768414170865,0.0017808041573451157,0.0024110411541470446
19,0.001752232708891065,0.002392209931310919,0.001752232708891065,0.0024064956742146843
20,0.0017078130323999608,0.002351625442694222,0.0017236612607789159,0.002351625442694222
