Story,CM x,CM y,Max x,Max y
1,0.001007142857142857,0.0013857142857142857,0.0010571428571428572,0.0014
2,0.0010285714285714286,0.0017285714285714287,0.0010571428571428574,0.001742857142857143
3,0.0010357142857142856,0.0019428571428571427,0.0010571428571428572,0.001942857142857143
4,0.00115,0.0022285714285714283,0.0011714285714285717,0.002228571428571429
5,0.0013714285714285718,0.0025428571428571427,0.001371428571428572,0.0025428571428571436
6,0.0014428571428571426,0.0027857142857142855,0.0014571428571428572,0.002800000000000001
7,0.001542857142857143,0.0029428571428571425,0.0015428571428571436,0.0029428571428571438
8,0.0016357142857142857,0.003014285714285715,0.001657142857142857,0.0030285714285714304
9,0.0017714285714285718,0.0030142857142857176,0.001799999999999999,0.003028571428571432
10,0.0019071428571428568,0.002971428571428571,0.0019142857142857156,0.002971428571428573
11,0.002014285714285714,0.0029142857142857143,0.002028571428571429,0.0029142857142857143
12,0.002135714285714287,0.003299999999999999,0.0021428571428571447,0.003314285714285714
13,0.0021928571428571422,0.0036571428571428566,0.0022000000000000014,0.003657142857142859
14,0.002214285714285714,0.003928571428571427,0.002228571428571429,0.003942857142857142
15,0.0022500000000000007,0.0041571428571428575,0.002257142857142858,0.0041714285714285725
16,0.002314285714285713,0.0043071428571428575,0.0023142857142857153,0.004314285714285715
17,0.0023428571428571426,0.004392857142857142,0.002342857142857145,0.004400000000000003
18,0.0023785714285714295,0.004428571428571432,0.002400000000000001,0.004428571428571432
19,0.0023428571428571426,0.004428571428571432,0.0023428571428571426,0.0044571428571428574
20,0.0022571428571428586,0.004314285714285715,0.002285714285714288,0.004371428571428574
