Story,CM x,CM y,Max x,Max y
1,0.0016857142857142858,0.0018142857142857142,0.0017142857142857144,0.0018285714285714288
2,0.0015857142857142856,0.002007142857142857,0.0016,0.0020285714285714286
3,0.001492857142857143,0.002042857142857143,0.0015142857142857145,0.0020571428571428576
4,0.0016,0.0022000000000000006,0.0016,0.0022000000000000006
5,0.0018285714285714283,0.002385714285714286,0.0018285714285714294,0.0024000000000000002
6,0.0018571428571428571,0.002607142857142857,0.0018571428571428578,0.0026285714285714285
7,0.0018285714285714285,0.0028285714285714286,0.0018285714285714294,0.0028285714285714286
8,0.0017571428571428573,0.0029999999999999988,0.0017714285714285727,0.003000000000000001
9,0.001814285714285715,0.003157142857142858,0.0018285714285714294,0.003171428571428573
10,0.0018714285714285716,0.0033928571428571454,0.0018857142857142864,0.0034000000000000024
11,0.0019285714285714292,0.0036785714285714312,0.001942857142857143,0.0036857142857142883
12,0.002171428571428572,0.00392857142857143,0.002171428571428572,0.003942857142857145
13,0.0024000000000000002,0.004100000000000003,0.002400000000000001,0.004114285714285717
14,0.0025857142857142867,0.0042285714285714305,0.002600000000000001,0.0042285714285714305
15,0.002778571428571428,0.004328571428571432,0.0027999999999999987,0.004342857142857148
16,0.0028857142857142853,0.00438571428571429,0.0028857142857142875,0.004400000000000006
17,0.0029357142857142863,0.004385714285714286,0.0029428571428571438,0.004400000000000006
18,0.0030000000000000027,0.004392857142857148,0.0030000000000000027,0.004400000000000006
19,0.0029285714285714293,0.0043714285714285695,0.0029428571428571438,0.0043999999999999985
20,0.002821428571428573,0.004285714285714289,0.0028285714285714303,0.004342857142857148
