Story,CM x,CM y,Max x,Max y
1,0.00165,0.0010999999999999998,0.0016571428571428572,0.0011142857142857144
2,0.0017285714285714285,0.0013357142857142856,0.001742857142857143,0.0013428571428571428
3,0.0018,0.0015142857142857145,0.0018000000000000006,0.0015142857142857145
4,0.002028571428571429,0.0017857142857142859,0.0020571428571428576,0.0018000000000000006
5,0.002428571428571429,0.0020857142857142862,0.0024285714285714297,0.0020857142857142862
6,0.0027928571428571434,0.0023642857142857146,0.002800000000000001,0.002371428571428572
7,0.0031428571428571426,0.0026142857142857144,0.0031428571428571434,0.0026285714285714285
8,0.0034071428571428564,0.0029857142857142856,0.0034285714285714275,0.003000000000000001
9,0.003635714285714287,0.003335714285714287,0.003657142857142859,0.0033428571428571435
10,0.0038285714285714286,0.003671428571428573,0.003828571428571431,0.0036857142857142883
11,0.003992857142857142,0.004028571428571429,0.003999999999999999,0.004028571428571429
12,0.0041714285714285725,0.00432857142857143,0.0041714285714285725,0.004342857142857144
13,0.004257142857142855,0.004542857142857143,0.00425714285714286,0.004542857142857143
14,0.004307142857142857,0.004685714285714287,0.004314285714285715,0.004685714285714289
15,0.004442857142857144,0.004792857142857142,0.0044571428571428574,0.004800000000000003
16,0.004471428571428571,0.004849999999999998,0.004485714285714292,0.004857142857142861
17,0.0044571428571428574,0.004857142857142853,0.004485714285714292,0.004857142857142861
18,0.004492857142857148,0.004850000000000004,0.004514285714285717,0.004857142857142861
19,0.004414285714285715,0.004821428571428572,0.004428571428571432,0.004828571428571436
20,0.00427857142857143,0.004728571428571429,0.004314285714285715,0.0047714285714285775
