,Sim_Type,Nsubs,Station,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
20,DRM,20f2s,s3,0.008833639386389657,0.0037119748780067192,0.003910771031993105,0.003662153246186682,0.0037961720367118367,0.003862467237099027,0.003898985169901669,0.003949610665091796,0.0040238969684918535,0.004110772633593483,0.004205728685230609,0.004304881086931634,0.004407738898211523,0.004477560767708952,0.004589972307034544,0.004647962964622045,0.0046705077582881865,0.004711445570409046,0.00465430227359904,0.004579390950762865
21,DRM,20f2s,s4,0.007647429121759046,0.0031136211434582436,0.002851834759097365,0.002727012799095031,0.0028838881339641057,0.003009870586606657,0.0031337102909560583,0.003207282018647513,0.003275853727443094,0.0033347825648021453,0.003399202445435618,0.00347857772828549,0.003522417159686315,0.003559113760617725,0.003634024757299792,0.003663846312893457,0.003674024902737193,0.003705364216866215,0.0036663015680853837,0.003597551346948894
22,DRM,20f2s,s5,0.003655616138906796,0.0022266094150494207,0.0024845119081844643,0.002401341983165062,0.002513440490439336,0.0025986639834198874,0.002678039217675332,0.0027351822520316938,0.002785360976551493,0.002813932500301763,0.0028307629166705547,0.0028569683910051394,0.002864334473509923,0.0029061649144900064,0.002966923998637874,0.002994558009253144,0.003001209817166119,0.0030342456331022448,0.0030062098683616783,0.0029547811215638897
23,DRM,20f2s,s6,0.0030620936969072135,0.0020337964029289815,0.002201877071021642,0.0021345554832335667,0.0022475021578242434,0.002348797016281605,0.0024380382862639527,0.0025059848746564082,0.0025659403928014433,0.0026183066057892234,0.0026465656129733136,0.0026871907283814987,0.0027008961060475695,0.002718351502995926,0.0027872356232518623,0.0028164321342026843,0.002833262543335041,0.0028618340535532826,0.002827860740757207,0.0027821463271789255
24,DRM,20f2s,s7,0.0021110710668495866,0.0012936164108731617,0.001265044971790611,0.0012764735476110092,0.0013965628997458235,0.001482768295244938,0.001579911218219854,0.0016376791180530152,0.001695447018059915,0.0017376345561546283,0.0017832596041352303,0.0018241971381566754,0.0018356257209679566,0.001850268581156729,0.0018836168164716393,0.0019058489760141496,0.0019064739787228128,0.001926206128925655,0.0018979471773930498,0.0018690632241415237
25,DRM,20f2s,s8,0.0026891050827843105,0.00134848255793724,0.0014337951280767596,0.0014312951249201658,0.0015341523477567247,0.0015837059575685947,0.001658795297603472,0.0017165632094850371,0.0017629025405053217,0.0017955365041074703,0.001824018685502316,0.001867991979182433,0.001902277731042389,0.0019099563111916475,0.0019851796093225743,0.0020248671510450585,0.0020504921492217254,0.0020742868190241153,0.002050492146632106,0.0020054028108826985
26,DRM,20f2s,s9,0.0017240621765463831,0.0010066519538075396,0.0010420091237112808,0.0010454019714505303,0.0011323662936446246,0.0011808931036329684,0.0012485270643170193,0.0012999556632813224,0.0013294646083376056,0.0013573217702885798,0.0013782592444813902,0.0014074556876431015,0.0014213842686185796,0.0014445539253191576,0.001485580728640075,0.0014976343120562212,0.0015150896779813224,0.0015309825445811377,0.0015090628905509579,0.001485580733389055
27,DRM,20f4s,s1,0.0067338107312238495,0.004347462803249083,0.0038715667667179347,0.004155719099035967,0.0047312116989296025,0.005083846864846873,0.00537246389010763,0.005556259301372406,0.00571451925259419,0.005905011908979512,0.00610121823171276,0.006403362385753883,0.006669119825068881,0.00692626024043703,0.007256439577151044,0.007423805802338366,0.007457153961436823,0.007571440111246321,0.0074387610166913335,0.007217778436771277
28,DRM,20f4s,s2,0.0016640179280367998,0.0014191964593784031,0.0013514732560521948,0.0014888839496737553,0.0017266071842452786,0.0018621875406407353,0.001978660768111041,0.002074776848980878,0.002161428812023898,0.002242053840837967,0.002306518061545362,0.0024367859037227155,0.002520580688747439,0.0026178575557956212,0.002742946896509714,0.0028051790818699744,0.002827098717748805,0.0028591969166590044,0.0028112058824399516,0.0027261165572669906
29,DRM,20f4s,s3,0.00324214469334566,0.0018496880413266085,0.0016066968039286193,0.0017180807951077237,0.001970402332056912,0.0021135720700274424,0.002239732663975219,0.002339063072071569,0.0024146880534715726,0.0024733934287767545,0.0025086613475474337,0.002642009468836031,0.0027423667088893556,0.00284334889663231,0.0029719650524161513,0.003047500889352451,0.0030844649304464294,0.003135581019742173,0.003070670573857201,0.00298245619517787
30,DRM,20f4s,s4,0.004788899339240758,0.0025638872026022795,0.0021141984305585713,0.002208126896103494,0.0024661184337732133,0.002592458007583405,0.002685806851552079,0.002755941085641182,0.0028504502267091714,0.0029666112821538494,0.0030812098216945532,0.003218977325427022,0.00333741507586056,0.0034333973633564824,0.003573799575601903,0.003636969354275343,0.0036646033323074942,0.0037096927345584368,0.003650987229779288,0.0035496923373693075
31,DRM,20f4s,s5,0.0011712946651685288,0.0009874554081370217,0.000950044704638738,0.0010428125486768296,0.0012176786424301978,0.0013136607784455519,0.0013889286627595415,0.0014453572626068028,0.0014952233437792626,0.0015199555020078519,0.001573080563011918,0.0016635716618463082,0.0017330806147242334,0.0018022770698200587,0.0019035717373593948,0.001946919980381042,0.001980268200209865,0.002013616423108474,0.0019745539126616056,0.0019113842481965656
32,DRM,20f4s,s6,0.0013198661910175848,0.0010922322229731287,0.0010411161435766592,0.0011434375831625826,0.0013115626268617232,0.0014074554250194016,0.0015088393377096342,0.0015972320703444957,0.0016943749188547935,0.001770223128599812,0.0018216516934866094,0.0018787945451878858,0.0019084374566248033,0.001958616028735544,0.0020317412042833785,0.0020683929513008016,0.002076205491861911,0.0021077679496866136,0.002068928699606202,0.002005535800684413
33,DRM,20f4s,s7,0.0010567857876769009,0.0009187500369805184,0.0008741964669331337,0.0009594643513596426,0.0011042411438168627,0.0011908929420344071,0.001256294755387214,0.0013226786914589859,0.001384598344475127,0.0014585715727728774,0.00151602694303729,0.0015870983966679252,0.0016317859204592778,0.001667991253391568,0.0017263841291400846,0.001758214515350969,0.0017661163118342805,0.0017880359580581535,0.001764553805557145,0.0017092859401403825
34,DRM,20f4s,s8,0.0010394643268764648,0.0008623214561013764,0.0008101785980017576,0.0008781250312244632,0.001018883962802632,0.001094017902470576,0.0011820982576322841,0.0012523214708573115,0.001312366114228684,0.0013858035947508485,0.0014372321677689256,0.0014956250303100123,0.0015257589628995673,0.0015498661090859915,0.001596517899160334,0.0016133482566454444,0.001634330395733203,0.0016622768246886827,0.0016229018249535043,0.001571473249570219
35,DRM,20f4s,s9,0.0008954018253532106,0.0007261160864171891,0.0006854910830564325,0.0007531250133354593,0.0008689732326020442,0.0009429464503807586,0.000993750026391824,0.0010439285988453311,0.0010779018151461886,0.001099062572345791,0.0011438393631339075,0.0011971429450703338,0.0012476340241808286,0.0012945090349884979,0.0013615179751327808,0.0013846876237174777,0.0014081697733021932,0.0014408929907280443,0.0014078572738192314,0.0013624554799276474
36,FixBase,20f2s,s1,0.0027371428571428573,0.0028571428571428576,0.002971428571428572,0.0034057142857142862,0.004114285714285714,0.0044914285714285716,0.004817142857142858,0.00505714285714286,0.005285714285714288,0.005525714285714288,0.005765714285714289,0.0061828571428571445,0.006502857142857146,0.006748571428571433,0.007080000000000005,0.007217142857142861,0.007251428571428577,0.007348571428571435,0.007217142857142858,0.006988571428571436
37,FixBase,20f2s,s2,0.0011085714285714286,0.0011771428571428573,0.0012571428571428573,0.0014457142857142859,0.0017485714285714288,0.001942857142857143,0.0021028571428571433,0.00224,0.002348571428571429,0.0024571428571428583,0.0025828571428571433,0.002731428571428573,0.002811428571428573,0.0028857142857142883,0.003000000000000001,0.003045714285714288,0.003057142857142858,0.003097142857142858,0.003034285714285716,0.0029428571428571446
38,FixBase,20f2s,s3,0.0011542857142857142,0.001177142857142857,0.0011942857142857144,0.0013542857142857146,0.0016342857142857144,0.001811428571428572,0.001954285714285715,0.0020514285714285712,0.0021371428571428583,0.002240000000000001,0.0023714285714285716,0.0025657142857142866,0.002720000000000001,0.0028400000000000014,0.0029942857142857154,0.003062857142857145,0.003091428571428573,0.003131428571428574,0.003074285714285716,0.002971428571428574
39,FixBase,20f2s,s4,0.0012914285714285714,0.0013142857142857144,0.0013542857142857146,0.001525714285714286,0.0018342857142857143,0.001994285714285715,0.0021028571428571433,0.002160000000000001,0.0022342857142857156,0.002337142857142858,0.0024742857142857153,0.0026400000000000013,0.002754285714285716,0.002862857142857145,0.0030285714285714304,0.0030971428571428586,0.0031200000000000025,0.0031771428571428575,0.0031142857142857174,0.0030114285714285746
40,FixBase,20f2s,s5,0.0008971428571428571,0.0009142857142857144,0.0009314285714285715,0.0010400000000000003,0.0012342857142857147,0.0013428571428571435,0.0014400000000000003,0.001525714285714286,0.001617142857142858,0.0016914285714285718,0.001771428571428572,0.00186857142857143,0.0019314285714285722,0.00198857142857143,0.0020857142857142867,0.0021200000000000012,0.0021371428571428583,0.002165714285714287,0.002120000000000001,0.0020514285714285734
41,FixBase,20f2s,s6,0.0008171428571428572,0.0008457142857142858,0.0008914285714285717,0.0010285714285714286,0.001245714285714286,0.0013600000000000003,0.0014571428571428576,0.0015371428571428571,0.0016171428571428576,0.0017028571428571435,0.001782857142857144,0.0018914285714285723,0.0019485714285714297,0.0020057142857142865,0.0020914285714285726,0.0021142857142857152,0.0021314285714285723,0.002148571428571429,0.0021028571428571446,0.002045714285714287
42,FixBase,20f2s,s7,0.0006571428571428571,0.0006857142857142858,0.0007314285714285716,0.0008571428571428573,0.0010400000000000001,0.0011485714285714287,0.0012400000000000002,0.0012971428571428574,0.0013657142857142865,0.0014457142857142863,0.0015200000000000007,0.0016057142857142867,0.0016400000000000013,0.0016857142857142873,0.0017428571428571436,0.0017542857142857152,0.0017600000000000011,0.001782857142857144,0.0017485714285714303,0.0016971428571428589
43,FixBase,20f2s,s8,0.0006514285714285714,0.0006914285714285715,0.0007371428571428572,0.0008571428571428573,0.0010400000000000001,0.0011542857142857147,0.0012514285714285717,0.0013314285714285715,0.0014057142857142866,0.0014800000000000004,0.0015428571428571433,0.0016285714285714293,0.001685714285714287,0.001731428571428572,0.0018000000000000017,0.0018228571428571434,0.0018342857142857154,0.0018457142857142867,0.0018171428571428574,0.0017600000000000007
44,FixBase,20f2s,s9,0.0005657142857142857,0.000582857142857143,0.0006000000000000001,0.0006857142857142858,0.0008114285714285715,0.0009028571428571433,0.0009657142857142859,0.0010228571428571433,0.0010971428571428577,0.0011542857142857145,0.0012171428571428576,0.0012685714285714295,0.0013028571428571434,0.0013371428571428581,0.0013885714285714291,0.0014000000000000002,0.001400000000000001,0.0014171428571428581,0.001388571428571429,0.0013485714285714299
45,FixBase,20f4s,s1,0.0034000000000000002,0.003428571428571429,0.0033600000000000006,0.003731428571428572,0.004360000000000001,0.004697142857142858,0.004988571428571431,0.005188571428571429,0.005360000000000002,0.005525714285714288,0.005760000000000001,0.0060571428571428625,0.0062685714285714315,0.006382857142857144,0.006605714285714291,0.006662857142857146,0.006640000000000004,0.006720000000000004,0.006588571428571435,0.0064000000000000055
46,FixBase,20f4s,s2,0.0014457142857142859,0.001462857142857143,0.00144,0.0015942857142857143,0.0018571428571428576,0.002005714285714286,0.0021257142857142863,0.0021885714285714295,0.002262857142857144,0.002377142857142858,0.002497142857142858,0.002634285714285716,0.0027085714285714295,0.0027714285714285723,0.0028628571428571453,0.0028914285714285734,0.002891428571428575,0.002920000000000003,0.0028742857142857155,0.002782857142857147
47,FixBase,20f4s,s3,0.0015600000000000002,0.0014971428571428573,0.0014342857142857145,0.0015828571428571432,0.0018400000000000003,0.0019600000000000004,0.0020571428571428576,0.002154285714285715,0.0022800000000000008,0.0024114285714285713,0.002577142857142858,0.0027942857142857153,0.0029428571428571438,0.0030571428571428585,0.0031942857142857163,0.003245714285714288,0.0032628571428571446,0.0033142857142857154,0.0032571428571428586,0.0031485714285714303
48,FixBase,20f4s,s4,0.0016914285714285716,0.001605714285714286,0.0015542857142857144,0.0017085714285714287,0.0020000000000000005,0.0021371428571428574,0.0022400000000000002,0.0023142857142857158,0.002417142857142858,0.002537142857142858,0.002657142857142858,0.0028400000000000014,0.0029885714285714303,0.0031200000000000004,0.003257142857142859,0.0033085714285714302,0.0033257142857142886,0.0033714285714285725,0.0033085714285714315,0.0032057142857142883
49,FixBase,20f4s,s5,0.0010114285714285715,0.0010000000000000002,0.000982857142857143,0.00108,0.0012457142857142862,0.0013542857142857146,0.0014228571428571432,0.0014685714285714295,0.001508571428571429,0.0015657142857142866,0.0016571428571428575,0.0017542857142857152,0.0018171428571428574,0.0018800000000000004,0.001971428571428572,0.0020057142857142865,0.0020114285714285737,0.0020457142857142866,0.002011428571428573,0.0019485714285714304
50,FixBase,20f4s,s6,0.0010457142857142857,0.0010228571428571428,0.0010171428571428573,0.0011371428571428574,0.001325714285714286,0.0014400000000000003,0.0015485714285714293,0.0016285714285714293,0.0017085714285714295,0.001771428571428572,0.001840000000000001,0.0019200000000000016,0.0019600000000000012,0.002000000000000001,0.002051428571428573,0.002057142857142859,0.002057142857142859,0.002091428571428573,0.002057142857142858,0.002005714285714287
51,FixBase,20f4s,s7,0.0008685714285714286,0.000862857142857143,0.0008514285714285716,0.0009600000000000002,0.0011200000000000001,0.001222857142857143,0.001285714285714286,0.0013371428571428577,0.0013942857142857149,0.0014457142857142863,0.0015142857142857152,0.001605714285714286,0.0016628571428571434,0.0017142857142857146,0.0017657142857142871,0.0017828571428571444,0.0017771428571428578,0.0017828571428571444,0.0017600000000000018,0.0016971428571428589
52,FixBase,20f4s,s8,0.0008399999999999999,0.0008228571428571429,0.0008000000000000001,0.0008800000000000002,0.0010114285714285718,0.0010914285714285718,0.0011600000000000007,0.0012171428571428578,0.001268571428571429,0.001331428571428572,0.0013828571428571436,0.0014628571428571438,0.001531428571428572,0.001577142857142858,0.0016342857142857155,0.0016514285714285724,0.0016514285714285724,0.0016742857142857154,0.001634285714285716,0.0015942857142857154
53,FixBase,20f4s,s9,0.0006685714285714286,0.0006571428571428572,0.0006571428571428572,0.0007371428571428573,0.000862857142857143,0.0009257142857142858,0.0009885714285714292,0.0010285714285714288,0.0010742857142857147,0.0011142857142857146,0.0011600000000000002,0.0012228571428571436,0.001274285714285715,0.0013200000000000002,0.0013600000000000007,0.0013714285714285723,0.0013828571428571436,0.0014,0.0013657142857142876,0.001325714285714286
