,Sim_Type,Nsubs,Iteration,Station,Mean_Drift_X,Mean_Drift_Y,Zone
74,FixBase,20f4s,5,s6,0.0019014285714285724,0.001960000000000001,zone2
75,FixBase,20f4s,1,s7,0.0011228571428571429,0.002472857142857144,zone3
76,FixBase,20f4s,2,s7,0.0012542857142857152,0.0012457142857142862,zone3
77,FixBase,20f4s,3,s7,0.0014957142857142864,0.0010314285714285718,zone3
78,FixBase,20f4s,4,s7,0.0016357142857142866,0.0014457142857142859,zone3
79,FixBase,20f4s,5,s7,0.0015942857142857152,0.0020585714285714296,zone3
80,FixBase,20f4s,1,s8,0.0012771428571428575,0.001682857142857144,zone3
81,FixBase,20f4s,2,s8,0.0011100000000000005,0.0013900000000000004,zone3
82,FixBase,20f4s,3,s8,0.0015500000000000008,0.0019971428571428575,zone3
83,FixBase,20f4s,4,s8,0.001292857142857144,0.0022314285714285717,zone3
84,FixBase,20f4s,5,s8,0.001324285714285715,0.002184285714285715,zone3
85,FixBase,20f4s,1,s9,0.0014128571428571432,0.0014928571428571432,zone3
86,FixBase,20f4s,2,s9,0.0006314285714285716,0.0011000000000000003,zone3
87,FixBase,20f4s,3,s9,0.001148571428571429,0.0011300000000000006,zone3
88,FixBase,20f4s,4,s9,0.0011500000000000004,0.0016242857142857148,zone3
89,FixBase,20f4s,5,s9,0.0011314285714285719,0.0014642857142857153,zone3
90,AbsBound,20f2s,1,s1,0.002800558401253247,0.003156997279026489,zone1
91,AbsBound,20f2s,2,s1,0.0030695652392336266,0.003165601057729587,zone1
92,AbsBound,20f2s,3,s1,0.0026077235370427876,0.008598079123786847,zone1
93,AbsBound,20f2s,4,s1,0.0014771763913256329,0.00160345783046737,zone1
94,AbsBound,20f2s,5,s1,0.003250513916254466,0.00493190130594273,zone1
95,AbsBound,20f2s,1,s2,0.0009145535835831832,0.001563084465862156,zone1
96,AbsBound,20f2s,2,s2,0.0011137388639309647,0.0017056169642961198,zone1
97,AbsBound,20f2s,3,s2,0.0015662054322224464,0.0014596916151229278,zone1
98,AbsBound,20f2s,4,s2,0.0008716517981556312,0.0007500000068203675,zone1
99,AbsBound,20f2s,5,s2,0.0011091852907009262,0.0017756494288033598,zone1
100,AbsBound,20f2s,1,s3,0.0016355804364160513,0.0017344806141820503,zone1
101,AbsBound,20f2s,2,s3,0.0010364285894198405,0.0008897078030840943,zone1
102,AbsBound,20f2s,3,s3,0.0008807701032865374,0.0009685065057603666,zone1
103,AbsBound,20f2s,4,s3,0.0008656696525155422,0.0013920779565698984,zone1
104,AbsBound,20f2s,5,s3,0.0011442410912277476,0.0018213799699115297,zone1
105,AbsBound,20f2s,1,s4,0.0009236942070432805,0.0013028896366826788,zone2
106,AbsBound,20f2s,2,s4,0.0013702679055215678,0.0016883279915579248,zone2
107,AbsBound,20f2s,3,s4,0.0009177009059652767,0.001015081181710937,zone2
108,AbsBound,20f2s,4,s4,0.0015509487239321453,0.001953198179185974,zone2
109,AbsBound,20f2s,5,s4,0.0011024888634009282,0.0017235065474298043,zone2
110,AbsBound,20f2s,1,s5,0.0006463392902723733,0.0007515422144301941,zone2
111,AbsBound,20f2s,2,s5,0.0005876339317365633,0.001037061704091734,zone2
112,AbsBound,20f2s,3,s5,0.000938169657405271,0.0008352922180285083,zone2
113,AbsBound,20f2s,4,s5,0.0006193526829109994,0.000594756496536584,zone2
114,AbsBound,20f2s,5,s5,0.0010307924283995702,0.0009365584530831815,zone2
115,AbsBound,20f2s,1,s6,0.0008895982267495606,0.0009012987123405765,zone2
116,AbsBound,20f2s,2,s6,0.0008310826012173122,0.0007975324755101325,zone2
117,AbsBound,20f2s,3,s6,0.0006204687540176375,0.000579561691027323,zone2
118,AbsBound,20f2s,4,s6,0.0007120089359762181,0.0006599513031543328,zone2
119,AbsBound,20f2s,5,s6,0.0009177232258777135,0.0007753246806530562,zone2
120,AbsBound,20f2s,1,s7,0.0006009375041335821,0.0009626623528743708,zone3
121,AbsBound,20f2s,2,s7,0.0005664955392955912,0.0006669642910920859,zone3
122,AbsBound,20f2s,3,s7,0.0006078459863401062,0.0004708766250240075,zone3
123,AbsBound,20f2s,4,s7,0.0008362165272056363,0.0008735876720121749,zone3
124,AbsBound,20f2s,5,s7,0.0007969196522164337,0.0007714123457102432,zone3
125,AbsBound,20f2s,1,s8,0.0005884151822960486,0.0005606818217904944,zone3
126,AbsBound,20f2s,2,s8,0.0004987500022914898,0.0007149188362835265,zone3
127,AbsBound,20f2s,3,s8,0.0007955692058608428,0.0009072889746285949,zone3
128,AbsBound,20f2s,4,s8,0.0007224776861917272,0.0008715746871126327,zone3
129,AbsBound,20f2s,5,s8,0.0006061049146334033,0.0009234091051604027,zone3
130,AbsBound,20f2s,1,s9,0.0007132254529862734,0.000793538968885339,zone3
131,AbsBound,20f2s,2,s9,0.000278504464616404,0.00044790584564439204,zone3
132,AbsBound,20f2s,3,s9,0.0005993750036252776,0.0004380844166961263,zone3
133,AbsBound,20f2s,4,s9,0.0005384933064559817,0.0006321103941098231,zone3
134,AbsBound,20f2s,5,s9,0.0005192968776342607,0.0007613636431794471,zone3
135,AbsBound,20f4s,1,s1,0.005222223735596444,0.006448054323931268,zone1
136,AbsBound,20f4s,2,s1,0.005980640934871287,0.006312939976596837,zone1
137,AbsBound,20f4s,3,s1,0.005394713022641841,0.017824023230281726,zone1
138,AbsBound,20f4s,4,s1,0.002927154482327872,0.002985227520863772,zone1
139,AbsBound,20f4s,5,s1,0.006530675572522815,0.010748532955806314,zone1
140,AbsBound,20f4s,1,s2,0.0018454354117453282,0.0029272566974245045,zone1
141,AbsBound,20f4s,2,s2,0.002234598467685165,0.0032593996447790137,zone1
142,AbsBound,20f4s,3,s2,0.003102188219376455,0.0030301788807936035,zone1
143,AbsBound,20f4s,4,s2,0.001754966652017261,0.0017124838242987678,zone1
144,AbsBound,20f4s,5,s2,0.002341395296451578,0.003353896507484666,zone1
145,AbsBound,20f4s,1,s3,0.0036410278130024837,0.0031529873163619855,zone1
146,AbsBound,20f4s,2,s3,0.002166607347522083,0.0017932305780682342,zone1
147,AbsBound,20f4s,3,s3,0.0017159487903828819,0.0020254870608160517,zone1
148,AbsBound,20f4s,4,s3,0.001849799225341608,0.0027090910686322703,zone1
149,AbsBound,20f4s,5,s3,0.0024487391431946767,0.003878409540869944,zone1
150,AbsBound,20f4s,1,s4,0.0021712278663343714,0.00287016252660744,zone2
151,AbsBound,20f4s,2,s4,0.0024436833582061972,0.0029908931060300867,zone2
152,AbsBound,20f4s,3,s4,0.0018286943285378,0.0021242208443874038,zone2
153,AbsBound,20f4s,4,s4,0.003584855957088787,0.003987938890754939,zone2
154,AbsBound,20f4s,5,s4,0.0022235047181010876,0.0032597567985331644,zone2
155,AbsBound,20f4s,1,s5,0.001393850493242726,0.0014799350945190778,zone2
156,AbsBound,20f4s,2,s5,0.0012225893266343212,0.0018637500528618299,zone2
157,AbsBound,20f4s,3,s5,0.0018458818568107018,0.001805746807849603,zone2
158,AbsBound,20f4s,4,s5,0.0011706027100370354,0.0012398376785091197,zone2
159,AbsBound,20f4s,5,s5,0.0019308706830933758,0.0024204059781209753,zone2
160,AbsBound,20f4s,1,s6,0.0019108037189886594,0.0018545455077558365,zone2
161,AbsBound,20f4s,2,s6,0.0016495201886030583,0.0017874026495231696,zone2
162,AbsBound,20f4s,3,s6,0.0012582701282088985,0.0010705844269719366,zone2
163,AbsBound,20f4s,4,s6,0.0014220982727974271,0.0011764123500963412,zone2
164,AbsBound,20f4s,5,s6,0.0018027568045157778,0.0017857143193735748,zone2
165,AbsBound,20f4s,1,s7,0.0010614062747719994,0.002231104003728424,zone3
166,AbsBound,20f4s,2,s7,0.0011689174439320313,0.0011914285876714827,zone3
167,AbsBound,20f4s,3,s7,0.0014310938185818096,0.0009382467597028826,zone3
168,AbsBound,20f4s,4,s7,0.0015615067775555775,0.0014458928757315483,zone3
169,AbsBound,20f4s,5,s7,0.0014744978391896435,0.0018300325155345396,zone3
170,AbsBound,20f4s,1,s8,0.0012271875486194884,0.0014916558702757366,zone3
171,AbsBound,20f4s,2,s8,0.00102758931112693,0.001302500025595994,zone3
172,AbsBound,20f4s,3,s8,0.0014463616706050532,0.0017663149865498845,zone3
173,AbsBound,20f4s,4,s8,0.0011873661076486981,0.001991802016749333,zone3
174,AbsBound,20f4s,5,s8,0.00127585942098818,0.002044464370629428,zone3
175,AbsBound,20f4s,1,s9,0.0012971317440754514,0.0014548539238739672,zone3
176,AbsBound,20f4s,2,s9,0.000628314736615287,0.00099706169243419,zone3
177,AbsBound,20f4s,3,s9,0.0011006808324039979,0.0009619642931782399,zone3
178,AbsBound,20f4s,4,s9,0.0010959040475939743,0.0014702760015907587,zone3
179,AbsBound,20f4s,5,s9,0.0010540625275036867,0.0014150162584193298,zone3
180,DRM,20f2s,1,s1,0.006137741510073088,0.008525635883353729,zone1
181,DRM,20f2s,2,s1,0.005434613432303333,0.012764698506413052,zone1
182,DRM,20f2s,3,s1,0.005227858349326352,0.020127679198676068,zone1
183,DRM,20f2s,4,s1,0.004560349304037342,0.006466502119498954,zone1
184,DRM,20f2s,5,s1,0.007787327830978322,0.016995497173668998,zone1
185,DRM,20f2s,1,s2,0.003434335830488077,0.004647873370211525,zone1
186,DRM,20f2s,2,s2,0.0039838140957023935,0.00610877277601961,zone1
187,DRM,20f2s,3,s2,0.004792547854685644,0.00395158304769773,zone1
188,DRM,20f2s,4,s2,0.0036120265429423976,0.0030089671472106547,zone1
189,DRM,20f2s,5,s2,0.004310268657925736,0.005575196578301306,zone1
190,DRM,20f2s,1,s3,0.005606829368651652,0.006819296707274787,zone1
191,DRM,20f2s,2,s3,0.004689453271327084,0.0053191878207898904,zone1
192,DRM,20f2s,3,s3,0.003755462757240812,0.003437150012818608,zone1
193,DRM,20f2s,4,s3,0.004295409281207635,0.006957131537622422,zone1
194,DRM,20f2s,5,s3,0.0039053289506388853,0.005775928584820205,zone1
195,DRM,20f2s,1,s4,0.0030676246386064786,0.004505097187616323,zone2
196,DRM,20f2s,2,s4,0.004325241345852623,0.00423495948525628,zone2
197,DRM,20f2s,3,s4,0.003343195136121884,0.005273554020292748,zone2
198,DRM,20f2s,4,s4,0.003645808813099368,0.005472272013270531,zone2
199,DRM,20f2s,5,s4,0.003389557402490982,0.0049934764684877305,zone2
200,DRM,20f2s,1,s5,0.002680471935687176,0.0028011565366903605,zone2
201,DRM,20f2s,2,s5,0.002571151659526538,0.002876155390178235,zone2
202,DRM,20f2s,3,s5,0.003110796652392647,0.003139339553314055,zone2
203,DRM,20f2s,4,s5,0.002807492334833422,0.0032353970631819836,zone2
204,DRM,20f2s,5,s5,0.0029073019199316727,0.00286208141996327,zone2
205,DRM,20f2s,1,s6,0.002493428134478951,0.003278122348607659,zone2
206,DRM,20f2s,2,s6,0.0024876367387896402,0.0022016737656024702,zone2
207,DRM,20f2s,3,s6,0.002570794776177052,0.0025870811104380343,zone2
208,DRM,20f2s,4,s6,0.002632134520704792,0.0026660753134093184,zone2
209,DRM,20f2s,5,s6,0.0027706726699459625,0.0025758633884909407,zone2
210,DRM,20f2s,1,s7,0.0014019087774020697,0.0025068846787466665,zone3
211,DRM,20f2s,2,s7,0.0015346768299423,0.0018022733647941353,zone3
212,DRM,20f2s,3,s7,0.0018502128274178198,0.0018098226305078972,zone3
213,DRM,20f2s,4,s7,0.0018572216181894443,0.0025655056517445785,zone3
214,DRM,20f2s,5,s7,0.0018956590592203574,0.0023531183264905754,zone3
215,DRM,20f2s,1,s8,0.0015547994933354339,0.002056771090853788,zone3
216,DRM,20f2s,2,s8,0.0016060160189309142,0.002365424092154792,zone3
217,DRM,20f2s,3,s8,0.0021573782304878247,0.00258638166998063,zone3
218,DRM,20f2s,4,s8,0.0018793310555867398,0.0024465439440707415,zone3
219,DRM,20f2s,5,s8,0.0019647999876071277,0.0022972257636573053,zone3
220,DRM,20f2s,1,s9,0.0015127792148569336,0.0021803420968851688,zone3
221,DRM,20f2s,2,s9,0.000980859488490054,0.0015105849573999713,zone3
222,DRM,20f2s,3,s9,0.001345569435522483,0.0014138964901390795,zone3
223,DRM,20f2s,4,s9,0.0015988063613143464,0.0019969816476672897,zone3
224,DRM,20f2s,5,s9,0.001322544935385896,0.002290764057700006,zone3
225,DRM,20f4s,1,s1,0.006171887946856053,0.006581167330537275,zone1
226,DRM,20f4s,2,s1,0.00635278514623174,0.00696584621791437,zone1
227,DRM,20f4s,3,s1,0.005430086854600507,0.015618694141851736,zone1
228,DRM,20f4s,4,s1,0.003947877756038616,0.0032213634296138936,zone1
229,DRM,20f4s,5,s1,0.008581665272689274,0.010707021133509046,zone1
230,DRM,20f4s,1,s2,0.0017141634786634705,0.0032059096257900472,zone1
231,DRM,20f4s,2,s2,0.002283080200826493,0.003553214697869223,zone1
232,DRM,20f4s,3,s2,0.003095123198500573,0.0031543838933504723,zone1
233,DRM,20f4s,4,s2,0.00176443092024804,0.0019632142939459813,zone1
234,DRM,20f4s,5,s2,0.0022988954143330566,0.003823896326838589,zone1
235,DRM,20f4s,1,s3,0.003855882980362346,0.0034801479336709273,zone1
236,DRM,20f4s,2,s3,0.0023300224673783202,0.0020057306156155137,zone1
237,DRM,20f4s,3,s3,0.0019518636408845272,0.0021154222495201177,zone1
238,DRM,20f4s,4,s3,0.0021460829805978717,0.0034044157002003014,zone1
239,DRM,20f4s,5,s3,0.002465269690023306,0.003989514531218337,zone1
240,DRM,20f4s,1,s4,0.0024031924563646992,0.003062826175258869,zone2
241,DRM,20f4s,2,s4,0.003732239118522873,0.003336753575554227,zone2
242,DRM,20f4s,3,s4,0.003547966965671021,0.002254253739795229,zone2
243,DRM,20f4s,4,s4,0.0038729627349267126,0.004360244725529292,zone2
244,DRM,20f4s,5,s4,0.0021559492010517927,0.0037151949268027008,zone2
245,DRM,20f4s,1,s5,0.001334542685493351,0.0016283442285609574,zone2
246,DRM,20f4s,2,s5,0.001145212019670039,0.002056607374948119,zone2
247,DRM,20f4s,3,s5,0.0019125227896067028,0.0019602600322561623,zone2
248,DRM,20f4s,4,s5,0.001292165263691762,0.0013646104406099605,zone2
249,DRM,20f4s,5,s5,0.002074241224030593,0.0025724678295502837,zone2
250,DRM,20f4s,1,s6,0.0019981920969425466,0.002075665671424298,zone2
251,DRM,20f4s,2,s6,0.0016757811794980918,0.001953571420550753,zone2
252,DRM,20f4s,3,s6,0.0013510937865825212,0.001225113608908188,zone2
253,DRM,20f4s,4,s6,0.0014474217894726476,0.0013386201665558956,zone2
254,DRM,20f4s,5,s6,0.0019806140148986877,0.002090844187630384,zone2
255,DRM,20f4s,1,s7,0.0011207924669851582,0.0023891721193736786,zone3
256,DRM,20f4s,2,s7,0.001313772493440986,0.0012885552500070644,zone3
257,DRM,20f4s,3,s7,0.0015522657562214027,0.001013084459310484,zone3
258,DRM,20f4s,4,s7,0.001756060588184769,0.0015528085155235671,zone3
259,DRM,20f4s,5,s7,0.0013676005118008706,0.002054367041931958,zone3
260,DRM,20f4s,1,s8,0.0012809486931850927,0.0016179058634994883,zone3
261,DRM,20f4s,2,s8,0.001145658513811681,0.0014793182033142182,zone3
262,DRM,20f4s,3,s8,0.0016017745905724085,0.0019493181621883626,zone3
263,DRM,20f4s,4,s8,0.0012414174638718043,0.0021807629718472517,zone3
264,DRM,20f4s,5,s8,0.0013664285974995835,0.002159594155806713,zone3
265,DRM,20f4s,1,s9,0.0013837277999880508,0.0015732305066941954,zone3
266,DRM,20f4s,2,s9,0.0006786161048483997,0.0011430357230716591,zone3
267,DRM,20f4s,3,s9,0.0011476786089946087,0.0011000974050250987,zone3
268,DRM,20f4s,4,s9,0.0011587946649857868,0.0016261039319995624,zone3
269,DRM,20f4s,5,s9,0.0012150336181519464,0.001712678602708783,zone3
