,Sim_Type,Nsubs,Iteration,Station,s1,s5,s10,s15,s20
213,DRM,20f2s,4,s7,0.0013938318060294768,0.0021340923437559406,0.0025383140547807176,0.0028756525538281693,0.0029425358088392326
214,DRM,20f2s,5,s7,0.0015613655256277764,0.0018347414376045908,0.002320455619764726,0.002529871429913194,0.002654222149721644
215,DRM,20f2s,1,s8,0.0015857146609691698,0.0016448061458798882,0.0018740264452393816,0.002285066864830305,0.002351625442694222
216,DRM,20f2s,2,s8,0.0018214299680483661,0.0018389621566119298,0.002062988454867079,0.0027282493298661815,0.0028211066670084757
217,DRM,20f2s,3,s8,0.001985714210715055,0.00178311768608742,0.0026766252343302334,0.0029922099449250544,0.003127924439951665
218,DRM,20f2s,4,s8,0.0013613642874590543,0.001942533566713632,0.00253084609834303,0.002705196705215721,0.0027623396484117474
219,DRM,20f2s,5,s8,0.0016000001501523717,0.0019295465897470714,0.00211039100332573,0.002519482615966107,0.0025600670956541123
220,DRM,20f2s,1,s9,0.0012285720932911216,0.001609091472052781,0.0021996764222281407,0.002530196328651854,0.002515910596207593
221,DRM,20f2s,2,s9,0.001271428955641847,0.0012211042727384123,0.0013522732036418588,0.00162435135657628,0.0017370133311698467
222,DRM,20f2s,3,s9,0.0009142857149292576,0.0011837665026500396,0.0012980522786335078,0.0015873381324427868,0.0015704550128769368
223,DRM,20f2s,4,s9,0.0012571431828667544,0.0015584421801272507,0.002044156979840405,0.002279871569955964,0.002244157235801297
224,DRM,20f2s,5,s9,0.0012467535599392932,0.0017831174588984434,0.0025129883185285276,0.0023467543370230045,0.0026967547052244778
225,DRM,20f4s,1,s1,0.004256161203277652,0.005365572789176767,0.006156153559997352,0.0077295222603304455,0.008276597710492101
226,DRM,20f4s,2,s1,0.0037259761311536277,0.0052240298332239836,0.006053577656216343,0.008842529074624766,0.00928798287443331
227,DRM,20f4s,3,s1,0.006986427365854663,0.011193672588396241,0.016699076803759927,0.0193953127672148,0.01913198049717562
228,DRM,20f4s,4,s1,0.0018519486610605708,0.002208766545718451,0.0027974022359108556,0.004008765681252514,0.004174025011178271
229,DRM,20f4s,5,s1,0.005653581403685189,0.008221772358429781,0.011189967027239785,0.012663330820680213,0.013033134499112744
230,DRM,20f4s,1,s2,0.0017152599644572112,0.0024233763790492188,0.002728246426725156,0.004094157041574867,0.004220455779497769
231,DRM,20f4s,2,s2,0.0018759740419921978,0.002634091142581076,0.0035866886886458354,0.00434350717382149,0.004388961647567308
232,DRM,20f4s,3,s2,0.001323376722855022,0.002117857253670075,0.003315260593607255,0.004055845402765057,0.004055845402796611
233,DRM,20f4s,4,s2,0.0009126623237869101,0.001345129961043281,0.001853896329627807,0.00251525960979787,0.0026243505707184496
234,DRM,20f4s,5,s2,0.0023288963340962806,0.0030584417694669973,0.0032516235440171086,0.004748701910244875,0.004814934747827119
235,DRM,20f4s,1,s3,0.001544155898675566,0.002446428719528709,0.00347370305565728,0.004523055217755573,0.0045207824442052204
236,DRM,20f4s,2,s3,0.001044155869549027,0.0012662338565647415,0.0020009741425482163,0.002465909187032575,0.0026392858868074143
237,DRM,20f4s,3,s3,0.001228896174475551,0.001497402715350636,0.001845454696446274,0.0025250001578176855,0.0030009742894602657
238,DRM,20f4s,4,s3,0.0019801948690134456,0.0025675326747037867,0.0032415587257266674,0.003962012951313151,0.004495778990482239
239,DRM,20f4s,5,s3,0.001917208104826011,0.002923702142408274,0.004171754832275528,0.00478604105393621,0.004981495667051968
240,DRM,20f4s,1,s4,0.0015188309106956787,0.0021577930005710192,0.003136689977124068,0.0038181841620519904,0.0037896126978689557
241,DRM,20f4s,2,s4,0.0017185065270825977,0.002518181932648256,0.0032032470765096513,0.0040714293900842025,0.004456818317048705
242,DRM,20f4s,3,s4,0.0012123374624866648,0.0013409088787848832,0.001984416053718997,0.002908767175544764,0.0031396115110522284
243,DRM,20f4s,4,s4,0.002258441075209513,0.002881169202547421,0.004249351781236228,0.005606171017677346,0.005715586761454153
244,DRM,20f4s,5,s4,0.001948376930791902,0.00249220817741898,0.003333766682856556,0.0048314944012043315,0.005335712848260822
245,DRM,20f4s,1,s5,0.0008837662265543121,0.001162337775570825,0.0015454544105785117,0.0020863637918982288,0.002150649516072034
246,DRM,20f4s,2,s5,0.0011616883819173713,0.0016733767830112976,0.0017860389392054799,0.0025425328266471116,0.002645130228711521
247,DRM,20f4s,3,s5,0.0009383117643291252,0.0013272725921324928,0.0020165588363591047,0.002414610636890603,0.0025785720677451696
248,DRM,20f4s,4,s5,0.0008688311722950465,0.0009883117306677474,0.0011652597119942622,0.0016762988316122503,0.0019464286649916273
249,DRM,20f4s,5,s5,0.0011464285373545405,0.0015743506209794306,0.002674675549623991,0.0032737018499773216,0.003445130481977285
250,DRM,20f4s,1,s6,0.0009607143082938717,0.0014185065161906668,0.0018678572289171295,0.002591883253276455,0.0029181819720976473
251,DRM,20f4s,2,s6,0.0010532467326956482,0.0014363636079604508,0.0019717532201527833,0.002326298688987024,0.002552272742074066
252,DRM,20f4s,3,s6,0.00081266232672901,0.0008175324551075644,0.0011532467286694463,0.0014318181440603134,0.0015938311161827821
253,DRM,20f4s,4,s6,0.0007503246714332962,0.0008941558618695336,0.0013155844542532091,0.0016321429227238327,0.0017474026112492456
254,DRM,20f4s,5,s6,0.001222727306157877,0.0013269481104379462,0.0019441559290585392,0.0025714285714285006,0.0029405843959029333
255,DRM,20f4s,1,s7,0.0009720779089529821,0.0014642857142855652,0.002213961072282002,0.0032759740746926952,0.0033902597924446477
256,DRM,20f4s,2,s7,0.0006691558431306507,0.0009285714285711521,0.0012662337807047173,0.0016123377660044813,0.0016314936069522557
257,DRM,20f4s,3,s7,0.0004675324741620771,0.0006983766391972687,0.001036039005464246,0.0012672078523589454,0.0013006494104657231
258,DRM,20f4s,4,s7,0.000875000018648568,0.0011292207616221532,0.0015363637201727752,0.001836688409770912,0.0020487014116612637
259,DRM,20f4s,5,s7,0.001103246790877261,0.0014866883757051847,0.0022051950004631396,0.002352922288325746,0.0026246755412551513
260,DRM,20f4s,1,s8,0.0008542207874418152,0.0011737013018261438,0.0017428571428573724,0.0019402597573320586,0.00196363641587025
261,DRM,20f4s,2,s8,0.0008162337722465373,0.0009711039024893418,0.001411363658817333,0.0018139610613124746,0.0020211039238737004
262,DRM,20f4s,3,s8,0.0008892856938366814,0.0012441558010086403,0.0020870128666484813,0.002454545775890256,0.00248246733385704
263,DRM,20f4s,4,s8,0.001010714259529967,0.0014172077691919677,0.0023240259494267316,0.002764610337370034,0.0027616883462999427
264,DRM,20f4s,5,s8,0.0009159091040784565,0.0014214285714287851,0.002295129882090363,0.0027360389098689134,0.002764610337334043
265,DRM,20f4s,1,s9,0.0007558441424103254,0.0010025973980051684,0.0014142857142859654,0.00210974023946479,0.0021766233333570003
266,DRM,20f4s,2,s9,0.000668831170866084,0.0006279220831850992,0.0009087662466838577,0.0014594155892496538,0.0018548701220337657
267,DRM,20f4s,3,s9,0.0007574675284776342,0.0008886363545457213,0.0009750000231700865,0.001300000000000115,0.0014360389468882858
268,DRM,20f4s,4,s9,0.0006805194847233904,0.001080519491045712,0.0017756493862506719,0.001956493558339261,0.002094480588763232
269,DRM,20f4s,5,s9,0.0010620129844289435,0.0011282467618770405,0.0018987013956146734,0.0017613636713925912,0.0021883116664898152
