,Story 1,Story 5,Story 10,Story 15,Story 20
0.003,5.207499094062736,4.34010755366396,5.1036564032118985,5.233888273370084,4.9621594703796275
0.004998998998998999,5.206761738091289,4.338158614535634,5.10098579850449,5.233655061448182,4.960709234635589
0.006997997997997998,5.270509132648492,4.329854590587213,5.100143398528136,5.295867093125631,4.957023033603582
0.008996996996996997,5.1098028677239515,4.357072908568937,5.099168806080598,5.137376541527931,4.962921246779096
0.010995995995995995,5.3694186821075105,4.288121316591843,5.0794628396719315,5.40286002401025,4.94281169114081
0.012994994994994995,5.106020393003397,4.312299974138816,5.061889147415968,5.14968154025808,4.94649610653168
0.014993993993993995,5.5942209508315175,4.335233640873933,5.167658821067059,5.630092168305039,4.919704903532592
0.016992992992992992,4.582164153426343,4.480520988265443,5.108893227824345,4.608289857471432,5.000792685933364
0.018991991991991992,4.983873653379916,4.267275535664075,4.99348781547133,5.058432753815814,4.921755350276676
0.02099099099099099,5.417242887327511,4.439444851543301,5.1898904083937865,5.395332331804602,4.98669445122299
0.02298998998998999,6.110497715716348,4.742485186299904,5.559932554774323,6.085323899091213,4.9272660933047
0.024988988988988988,5.82042698763762,4.103724426308584,5.52893640792444,5.9779763251086075,4.865389998858738
0.026987987987987988,4.816711680670639,4.560133143260518,5.203009722736295,4.841461013716718,4.956549032257701
0.028986986986986988,4.018640966993981,5.033465946320092,5.250524691666161,4.542302752492901,5.108278877301544
0.030985985985985984,3.8647324476582727,4.158170750190423,4.843862533276102,4.580926067713302,5.007278122186326
0.032984984984984984,3.9941325428282215,4.043215402782449,4.91816751785928,4.6043448077078954,4.84453010229206
0.03498398398398399,4.63977709741628,4.128170401244475,4.755403943966352,4.8723908651457375,4.8329336810208225
0.036982982982982984,4.87678128464254,4.1669133120202755,4.799248289578305,4.979739895861921,4.853612754006042
0.03898198198198199,5.086806784730822,4.278391680041542,4.9885085921995795,5.129092718442737,4.907775711633165
0.040980980980980984,5.3139197187383225,4.384199335230939,5.188561995856556,5.323800873661913,4.993149620869937
0.04297997997997999,5.5248737876120595,4.609435855993004,5.386409680505016,5.481069642181794,5.049706631246683
0.044978978978978984,5.702832845792763,4.787435151404389,5.516448030003294,5.53459576722636,5.075111630484772
0.04697797797797798,5.9723861411985055,4.914683078987348,5.477886191665601,5.638692082292652,5.098740004690006
0.048976976976976984,6.641050697297071,5.127985523261263,5.687968340380534,6.410749976665376,5.118554861000995
0.05097597597597598,7.360966899583273,5.69238711731939,6.465657701407123,7.3265985261269675,5.103578585379433
0.05297497497497498,8.243629566021736,6.1699688662461485,7.082370099761896,7.835094545680681,5.541056517213269
0.05497397397397398,8.729471475761061,6.479633562243742,7.353664369581535,8.261944481897123,6.186909929610649
0.05697297297297298,8.502596420451729,6.552886455410955,8.24621700993234,8.984671011936161,5.439012137557693
0.05897197197197197,8.67015056564892,6.128320685821338,9.53888976845235,9.15799647562639,5.757734323734343
