,Story 1,Story 5,Story 10,Story 15,Story 20
0.003,3.0630792707516603,3.6854743232498905,1.5977652497733088,2.309163634343579,5.35648419555812
0.004998998998998999,3.0620532199361765,3.68464195820347,1.596972478943687,2.3087933044570996,5.354318888703823
0.006997997997997998,3.0647587860226473,3.7269755632243298,1.5914754315429378,2.3217376192517425,5.392243838938137
0.008996996996996997,3.0557999209049944,3.614926309443108,1.60221906275041,2.280034100059122,5.295761819622569
0.010995995995995995,3.07834368131047,3.8009404069604056,1.5784541549853643,2.3574905043189363,5.430218819224106
0.012994994994994995,3.0448525180291632,3.611827939167743,1.592069752036671,2.2895768138240022,5.254690386995819
0.014993993993993995,3.1496366525971293,3.951882337544814,1.5459311431873906,2.3967771683792085,5.536744156615021
0.016992992992992992,3.0141168967585443,3.24747101796005,1.6621063296019667,2.166774973931549,5.019064914408739
0.018991991991991992,3.0183717283497393,3.514140544128929,1.5803127472382987,2.264405687544715,5.108353912277294
0.02099099099099099,3.124383317567875,3.8468167332641223,1.6078703125210843,2.346917478843311,5.589300088865545
0.02298998998998999,3.2708544221399136,4.191922134950757,1.6210273833852469,2.503943916606412,5.895897753909334
0.024988988988988988,3.348465064908099,4.2375045733884384,1.557595888608104,2.750773268581528,5.609132347474269
0.026987987987987988,3.1667576155388297,3.320746872596788,1.5525148878449524,2.0099399812908083,5.240784269513539
0.028986986986986988,2.858954918936679,2.581437012694431,1.7561547693652673,1.852429027963609,4.649931956799067
0.030985985985985984,3.0490044017438573,2.7231139856853996,1.8163710646586626,2.197676038765338,4.365230689241533
0.032984984984984984,2.9077021437583133,2.9507837395670626,1.5048570547594295,2.151195997797941,4.161948527311662
0.03498398398398399,2.930116306978039,3.180169581054162,1.5267964042061928,2.1907935505263145,4.570693791863693
0.036982982982982984,2.9531634491223713,3.405172498956513,1.5522518374102248,2.2132800887405746,4.946660822421062
0.03898198198198199,3.014261419959776,3.591764300910805,1.5737283930712178,2.270459121390756,5.22669542028245
0.040980980980980984,3.0965559112878998,3.767952317002435,1.6113577858524417,2.3387232472923176,5.469505437907493
0.04297997997997999,3.2460020891284667,3.9512994481161376,1.6325085794645064,2.399861193961784,5.742172674154819
